name,latitude,longitude,location_name,type,source,distance_to_nearest_conflict_km,risk_status
Ecole secondaire Inst Kambale,-2.0805265,28.5513678,,School,DRC_All_SCHool_Local,0.9558208834288268,at-risk
Ecole primaire Mabigu,-2.1780979,28.8319149,,School,DRC_All_SCHool_Local,2.906810419046325,at-risk
Ecole primaire Sayuni,-2.2487694,29.0706056,,School,DRC_All_SCHool_Local,9.564536410846856,at-risk
Ecole primaire Kishumbu,-2.0387,29.1134806,,School,DRC_All_SCHool_Local,8.749978421931738,at-risk
École primaire Mulonge,-2.1507063,28.6288694,,School,DRC_All_SCHool_Local,3.2103636769416064,at-risk
Ecole primaire Musama,-2.1563417,29.1085306,,School,DRC_All_SCHool_Local,8.105716735356614,at-risk
École primaire Buhumba,-2.2058944,29.0148722,,School,DRC_All_SCHool_Local,4.709072249790573,at-risk
Ecole primaire Musenyi,-1.9214761,28.9402357,,School,DRC_All_SCHool_Local,1.9128388290012088,at-risk
École primaire Bunyakiri,-2.0546972,28.5860222,,School,DRC_All_SCHool_Local,2.5293253087480045,at-risk
Ecole primaire Kigoma,-2.3909722,28.8196667,,School,DRC_All_SCHool_Local,2.985000730190753,at-risk
Ecole secondaire Inst Kanana,-2.0899366,28.650088,,School,DRC_All_SCHool_Local,2.7325024904466724,at-risk
Ecole secondaire Inst Muhyahya,-2.169625,29.0380806,,School,DRC_All_SCHool_Local,0.1412366197048234,at-risk
,-2.1272582,28.597882,,School,DRC_All_SCHool_Local,0.40373761251404333,at-risk
Ecole primaire Mihongwa,-2.0936052,28.5628045,,School,DRC_All_SCHool_Local,2.4997378914452146,at-risk
Ecole primaire Karambi,-2.2100944,29.0764278,,School,DRC_All_SCHool_Local,6.292315447745812,at-risk
École primaire Bushonga,-2.0255778,29.0844611,,School,DRC_All_SCHool_Local,8.072928774756981,at-risk
Ecole primaire Muganza,-2.3659722,28.50175,,School,DRC_All_SCHool_Local,1.1318637017877067,at-risk
École primaire Monvu,-2.1905162,28.9931184,,School,DRC_All_SCHool_Local,5.3802427384978415,at-risk
École primaire Prolasa,-2.0485957,29.1068458,,School,DRC_All_SCHool_Local,7.466798209156607,at-risk
École primaire Bushushu,-2.0930028,28.9199944,,School,DRC_All_SCHool_Local,0.861438382298233,at-risk
École primaire Sayuni,-2.1451278,29.1010611,,School,DRC_All_SCHool_Local,7.642726233205879,at-risk
École primaire Nyakibamba,-2.1879972,29.0549389,,School,DRC_All_SCHool_Local,2.86623095098304,at-risk
École primaire Miti,-2.35375,28.7907778,,School,DRC_All_SCHool_Local,3.1048151335469645,at-risk
Ecole secondaire Inst Buyumbu,-1.9451472,29.0718222,,School,DRC_All_SCHool_Local,0.9419094698127004,at-risk
Centre d'alphabetistion Centre D'encadrement Des Enfants,-1.7076806,29.0219528,,School,DRC_All_SCHool_Local,0.4335772785113331,at-risk
Ecole secondaire Inst Bulabika,-2.1484039,28.6224317,,School,DRC_All_SCHool_Local,2.493951022415476,at-risk
École primaire Kaleba,-2.1864231,29.0286992,,School,DRC_All_SCHool_Local,2.070411254290621,at-risk
Ecole primaire Lunda Nymunene,-2.0513222,28.5230778,,School,DRC_All_SCHool_Local,0.2751372258986924,at-risk
Ecole primaire Bukinanyana,-2.0465361,29.0922861,,School,DRC_All_SCHool_Local,6.504438467415001,at-risk
Ecole secondaire Inst Ihya,-2.1522708,29.0181695,,School,DRC_All_SCHool_Local,2.833526181956674,at-risk
Ecole secondaire Inst Kizito,-1.9214639,28.9386722,,School,DRC_All_SCHool_Local,1.740080040264988,at-risk
Ecole primaire Chihenge,-2.0731035,28.6382957,,School,DRC_All_SCHool_Local,1.1028417060021025,at-risk
Ecole secondaire Inst Nkuvu,-2.2286444,29.0761028,,School,DRC_All_SCHool_Local,7.879013911685698,at-risk
Ecole secondaire Inst Mule,-2.3824087,28.5451495,,School,DRC_All_SCHool_Local,3.082169868687182,at-risk
Ecole secondaire Inst Mwangaza,-2.3671111,28.5068833,,School,DRC_All_SCHool_Local,0.8632124630055789,at-risk
Ecole secondaire Inst Kalima,-2.0870373,28.5530108,,School,DRC_All_SCHool_Local,1.6991548929099305,at-risk
École primaire Casi,-2.1524472,29.0186833,,School,DRC_All_SCHool_Local,2.7785174107823316,at-risk
Ecole primaire Mukoa,-2.0139222,28.9071694,,School,DRC_All_SCHool_Local,0.6266459590580897,at-risk
Ecole primaire Bwiru,-2.1906706,29.0761918,,School,DRC_All_SCHool_Local,4.96049901145927,at-risk
Ecole primaire Kibanda,-2.1075083,29.0547083,,School,DRC_All_SCHool_Local,1.6950568809705233,at-risk
Ecole secondaire Inst Erunga,-2.1114361,28.5955111,,School,DRC_All_SCHool_Local,1.5157157977874394,at-risk
Ecole secondaire Inst Karhondo,-2.2491972,29.025625,,School,DRC_All_SCHool_Local,8.931025641459435,at-risk
Ecole primaire Ramba,-1.9873639,28.7152389,,School,DRC_All_SCHool_Local,0.47548251673270003,at-risk
Ecole primaire Bulundi,-2.2386583,29.0679361,,School,DRC_All_SCHool_Local,8.415749136686829,at-risk
Ecole primaire Kahuzi,-2.2531851,28.8109186,,School,DRC_All_SCHool_Local,2.1131583977191064,at-risk
Ecole secondaire ITM Bunyakiri,-2.0877258,28.5700323,,School,DRC_All_SCHool_Local,1.821980664550703,at-risk
École primaire Busobe,-2.0187361,29.0925306,,School,DRC_All_SCHool_Local,8.83949866525752,at-risk
Ecole primaire Kalehe,-2.1077306,28.9193472,,School,DRC_All_SCHool_Local,0.9097346661894076,at-risk
École primaire Lwasha,-2.0914944,28.5627972,,School,DRC_All_SCHool_Local,2.512526863682906,at-risk
Ecole primaire Kihumba,-2.1944389,29.0525111,,School,DRC_All_SCHool_Local,3.2611806471209386,at-risk
Ecole secondaire Inst Mafula,-2.1059361,29.0370222,,School,DRC_All_SCHool_Local,2.582174633719977,at-risk
Ecole primaire Nyamasasa,-1.8032139,29.0071306,,School,DRC_All_SCHool_Local,1.5046619358599203,at-risk
Ecole secondaire Inst Tupendane,-2.1081722,28.9195694,,School,DRC_All_SCHool_Local,0.9642429054024633,at-risk
Ecole primaire Kamiro,-2.0907306,29.0705028,,School,DRC_All_SCHool_Local,1.6391745971556348,at-risk
Ecole secondaire Inst Ereca,-2.1362874,29.0241449,,School,DRC_All_SCHool_Local,3.968753645989124,at-risk
Ecole primaire Tchofi,-2.1306943,28.869724,,School,DRC_All_SCHool_Local,1.0873162157214467,at-risk
Ecole secondaire Inst Nyakalengwa,-2.2413028,29.0471278,,School,DRC_All_SCHool_Local,8.048385355690035,at-risk
Ecole secondaire Inst Kirutu,-2.0909352,28.5630861,,School,DRC_All_SCHool_Local,2.4874971494817966,at-risk
Ecole primaire Murhanga,-2.2498598,28.8128701,,School,DRC_All_SCHool_Local,2.0554615186000786,at-risk
École primaire Kalehe,-2.1955363,29.0408361,,School,DRC_All_SCHool_Local,2.9118825692888497,at-risk
Ecole primaire Bitale,-2.1976269,28.6281553,,School,DRC_All_SCHool_Local,0.5499538917367425,at-risk
Ecole secondaire Inst Ahadi,-2.1308444,28.8699667,,School,DRC_All_SCHool_Local,1.1075172841993322,at-risk
Ecole secondaire Inst Ziwa Kivu,-2.2254583,29.033475,,School,DRC_All_SCHool_Local,6.215543921510439,at-risk
Ecole secondaire Inst Lukifu,-2.1231778,28.9151861,,School,DRC_All_SCHool_Local,2.582501872759391,at-risk
Ecole secondaire Inst Bugarula,-2.0525694,29.0617778,,School,DRC_All_SCHool_Local,4.467568329193017,at-risk
Ecole primaire Kikunde,-2.1029806,29.0629444,,School,DRC_All_SCHool_Local,1.425763267573981,at-risk
Ecole primaire Lwasha,-2.0674901,28.5486043,,School,DRC_All_SCHool_Local,0.32151620081086263,at-risk
Ecole primaire Ruvominka,-1.9519462,29.0622932,,School,DRC_All_SCHool_Local,2.0663663521738824,at-risk
École primaire Nyabunyunyi,-2.1991948,29.0360536,,School,DRC_All_SCHool_Local,3.285195199193082,at-risk
Ecole primaire Misima,-2.3460459,28.5946026,,School,DRC_All_SCHool_Local,3.390874560529567,at-risk
Ecole primaire Ihoka,-2.1348667,28.8924056,,School,DRC_All_SCHool_Local,2.647979252723318,at-risk
École primaire Kashusha,-2.328,28.8058056,,School,DRC_All_SCHool_Local,1.5020547134899882,at-risk
École primaire Kashofu,-2.2258139,29.0246306,,School,DRC_All_SCHool_Local,6.388997792538938,at-risk
École primaire Lubengera,-2.3668333,28.5076361,,School,DRC_All_SCHool_Local,0.8039363159084251,at-risk
Ecole secondaire Inst Kaduha,-2.2384472,29.0676972,,School,DRC_All_SCHool_Local,8.383453608243686,at-risk
Ecole primaire Nkuvu,-2.2080694,29.0814889,,School,DRC_All_SCHool_Local,6.548780881377688,at-risk
Ecole primaire Nyabibwe,-1.9205611,28.9382528,,School,DRC_All_SCHool_Local,1.68437173406357,at-risk
Ecole primaire Munanira,-2.0965444,28.9049972,,School,DRC_All_SCHool_Local,1.3524834204365057,at-risk
Ecole primaire Muleke,-2.1212056,29.0448944,,School,DRC_All_SCHool_Local,3.4358039380656487,at-risk
Ecole primaire Bumpeta,-2.0623083,29.0555194,,School,DRC_All_SCHool_Local,3.335777577420864,at-risk
Ecole primaire Mushadu,-2.3184917,28.5926611,,School,DRC_All_SCHool_Local,2.27131864141321,at-risk
Ecole primaire Lwanguba,-2.1303128,28.607807,,School,DRC_All_SCHool_Local,1.094707644097414,at-risk
École primaire Lurila,-2.2386611,28.8869806,,School,DRC_All_SCHool_Local,6.357613326560925,at-risk
Ecole primaire Malinde,-2.204525,29.0269139,,School,DRC_All_SCHool_Local,4.029736034385346,at-risk
Ecole primaire Bweramata,-2.0704558,29.0668934,,School,DRC_All_SCHool_Local,2.7226550792564526,at-risk
École primaire Cigoma,-2.0476361,28.6869028,,School,DRC_All_SCHool_Local,2.4274651563713925,at-risk
École secondaire Inst Bweshu,-2.0378806,29.0923598,,School,DRC_All_SCHool_Local,7.286772319940264,at-risk
Ecole secondaire Inst Mutunzi,-2.1745611,29.0342528,,School,DRC_All_SCHool_Local,0.6146038352330722,at-risk
Ecole secondaire Inst Kando,-2.0869382,28.5609074,,School,DRC_All_SCHool_Local,2.0357141764182787,at-risk
Ecole primaire Cilala,-2.2216778,29.0801611,,School,DRC_All_SCHool_Local,7.527174421068294,at-risk
Ecole secondaire Inst Cholobera,-2.3572389,28.5376472,,School,DRC_All_SCHool_Local,0.8757981245027379,at-risk
Centre d'alphabetistion Centre D'alphabetisation Pour Pigmes De Musinga,-2.0605972,28.9449611,,School,DRC_All_SCHool_Local,5.392761149049673,at-risk
Ecole secondaire Inst Chikoma,-2.0953278,29.0439778,,School,DRC_All_SCHool_Local,1.3598574778973411,at-risk
Ecole secondaire Inst Kyugama,-1.8406139,28.7303194,,School,DRC_All_SCHool_Local,3.2844515587066647,at-risk
Ecole primaire Musinga,-2.0625083,28.9448167,,School,DRC_All_SCHool_Local,5.211932940462918,at-risk
Ecole primaire Lwako,-2.1145556,28.9014444,,School,DRC_All_SCHool_Local,2.3411212517061806,at-risk
École secondaire Institut Nyabunyunyi,-2.1992472,29.0357472,,School,DRC_All_SCHool_Local,3.292065299307507,at-risk
École primaire Bukole,-1.9801,29.0683222,,School,DRC_All_SCHool_Local,4.605665234027505,at-risk
Ecole secondaire Inst Myowe,-2.1331756,28.5977192,,School,DRC_All_SCHool_Local,1.018081710816576,at-risk
Ecole primaire Hemura,-2.18655,28.9958944,,School,DRC_All_SCHool_Local,4.918965291972955,at-risk
École primaire Mutuza,-1.7885864,28.895532,,School,DRC_All_SCHool_Local,0.23165290793652527,at-risk
École primaire Kahaya,-2.2976667,28.796,,School,DRC_All_SCHool_Local,0.7424206025888956,at-risk
École catholique,-5.8315747,13.4622766,,School,DRC_All_SCHool_Local,2.142926990698047,at-risk
Primary School Myange,-2.5800707,28.881815,,School,DRC_All_SCHool_Local,4.672690845303862,at-risk
L'Ecole de la Paix St Benoit,-11.6287106,27.4404747,,School,DRC_All_SCHool_Local,5.094088764644681,at-risk
Institut Dominique Ileo,-4.3425168,15.2636659,Kinshasa,School,DRC_All_SCHool_Local,1.0706239770022268,at-risk
Ecole primaire de Kintambo 1,-4.3404896,15.2626111,,School,DRC_All_SCHool_Local,1.0598501027796214,at-risk
Lycée Mapendano,0.5247941,25.1918147,,School,DRC_All_SCHool_Local,2.903318851223587,at-risk
Home Feyen,0.5101391,25.1840578,,School,DRC_All_SCHool_Local,2.0141516235565677,at-risk
E.P.P.R,0.5067781,25.2011951,,School,DRC_All_SCHool_Local,0.765315134625137,at-risk
EP Mapendano,0.5245041,25.1906417,,School,DRC_All_SCHool_Local,2.9166615662613826,at-risk
CS OKAPI,0.5162083,25.183632,,School,DRC_All_SCHool_Local,2.5613464548914,at-risk
CS. SAIO,0.5335347,25.1898118,,School,DRC_All_SCHool_Local,3.8971673601709305,at-risk
Lycée Anuarité,0.516026,25.1426049,,School,DRC_All_SCHool_Local,5.616711010952678,at-risk
ISC,0.5163693,25.1749625,,School,DRC_All_SCHool_Local,3.002419519377716,at-risk
Trade School,0.517445,25.188915,,School,DRC_All_SCHool_Local,2.298255663423252,at-risk
Collège Alingwa,-4.3492863,15.2678971,,School,DRC_All_SCHool_Local,0.8060472446300057,at-risk
Complexe scolaire St Vincent,-4.3566188,15.3091004,,School,DRC_All_SCHool_Local,0.0,at-risk
Collège Saint Michel,-4.3398453,15.2772631,,School,DRC_All_SCHool_Local,0.0,at-risk
Ecole Publique Saint Jean Baptiste,-4.3406895,15.2757864,,School,DRC_All_SCHool_Local,0.0,at-risk
Institut Salongo,-4.3457856,15.2785116,,School,DRC_All_SCHool_Local,0.0,at-risk
EP1 Ngoma,-4.3458101,15.2776009,,School,DRC_All_SCHool_Local,0.0,at-risk
,-4.3416957,15.2772237,,School,DRC_All_SCHool_Local,0.0,at-risk
ITP DIMA,-2.6926114,27.351231,,School,DRC_All_SCHool_Local,2.151042560265483,at-risk
École Primaire Kasanza,-2.6872694,27.3401084,,School,DRC_All_SCHool_Local,1.6031857411778772,at-risk
EP DIMA,-2.688483,27.3366836,,School,DRC_All_SCHool_Local,1.3336115376522115,at-risk
EDAP,0.0598897,18.2652987,,School,DRC_All_SCHool_Local,0.7688068844589692,at-risk
Institut de Wangata,0.0546262,18.2565081,,School,DRC_All_SCHool_Local,1.7517489292508135,at-risk
EP Bosawa,0.0497251,18.2679668,,School,DRC_All_SCHool_Local,1.8893894771860635,at-risk
EP Liziba,0.0507905,18.2682557,,School,DRC_All_SCHool_Local,1.774202838491776,at-risk
ITI,0.0482689,18.2654806,,School,DRC_All_SCHool_Local,2.050024441800071,at-risk
Institut de Mbandaka,0.0558839,18.2758601,,School,DRC_All_SCHool_Local,1.5756295064927206,at-risk
Institut de l'Equateur,0.0502348,18.2863896,,School,DRC_All_SCHool_Local,2.854479545537981,at-risk
EP Eala,0.0632223,18.3152232,,School,DRC_All_SCHool_Local,5.412769256650028,at-risk
EP Marie Entoinette,0.0591461,18.2579138,,School,DRC_All_SCHool_Local,1.2832412658995327,at-risk
Institut Bakusu,0.0549821,18.2568809,,School,DRC_All_SCHool_Local,1.6947818908395695,at-risk
La bambiniere,-5.9145531,29.2003476,,School,DRC_All_SCHool_Local,0.2381782752448729,at-risk
Institut Nsona-Nkulu,-5.2549755,14.8540316,,School,DRC_All_SCHool_Local,1.8209332232153481,at-risk
Lycee Technique Kilela Balanda,-11.6756456,27.4803051,,School,DRC_All_SCHool_Local,1.7895179777852908,at-risk
Safina,-11.6747256,27.4811293,,School,DRC_All_SCHool_Local,1.8119671164468265,at-risk
Lycee Francophone Ukamili,-11.6722005,27.4795516,,School,DRC_All_SCHool_Local,1.5320739146976439,at-risk
Agneau Immolé,-11.6810287,27.4821038,,School,DRC_All_SCHool_Local,2.318612999428787,at-risk
Bon Berger,-11.6781057,27.4804023,,School,DRC_All_SCHool_Local,1.9634021992148623,at-risk
Le palmier,-11.6799336,27.4812794,,School,DRC_All_SCHool_Local,2.1698224072832812,at-risk
ITS Institut Technique SALAMA,-11.6776187,27.4826613,,School,DRC_All_SCHool_Local,2.125210536156972,at-risk
Imani (CSI),-11.6706994,27.4813306,,School,DRC_All_SCHool_Local,1.6585787806313723,at-risk
Ecoles groupes des femmes pour le développement,-11.7258004,27.4710416,,School,DRC_All_SCHool_Local,6.592564856927204,at-risk
Ecole des étoiles brillantes,-11.7311957,27.4650814,,School,DRC_All_SCHool_Local,7.177340854172554,at-risk
Complexe Scolaire St Andre,-11.702538,27.4823717,,School,DRC_All_SCHool_Local,4.3398086995262615,at-risk
Complexe Scolaire St Marie,-11.7020067,27.4831665,,School,DRC_All_SCHool_Local,4.320838624973254,at-risk
Complexe Scolaire Kisima I & III,-11.6899609,27.4805156,,School,DRC_All_SCHool_Local,2.997175943257388,at-risk
Ecole Kilima,-11.6896501,27.4781305,,School,DRC_All_SCHool_Local,2.8441797025604094,at-risk
Complexe Scolaire Mwela,-11.6956799,27.4732609,,School,DRC_All_SCHool_Local,3.3050259083850015,at-risk
Groupe Scolaire Cite d'Esperance,-11.6891317,27.4756484,,School,DRC_All_SCHool_Local,2.6825956457222055,at-risk
Lycee Komesha,-11.7134387,27.4727474,,School,DRC_All_SCHool_Local,5.242749845560475,at-risk
Ecole Umoja-Kwetu,-11.7141543,27.473387,,School,DRC_All_SCHool_Local,5.330805885863506,at-risk
École primaire Rala,-11.7038029,27.4818544,,School,DRC_All_SCHool_Local,4.448173070370928,at-risk
Ecole Primaire Makutano,-11.7079678,27.4616996,,School,DRC_All_SCHool_Local,4.624183248659834,at-risk
Maman Ndala Mumba,-11.7068818,27.4622047,,School,DRC_All_SCHool_Local,4.498003487953968,at-risk
College,-11.7136807,27.4643551,,School,DRC_All_SCHool_Local,5.2337426670233835,at-risk
,-11.7142619,27.4638746,,School,DRC_All_SCHool_Local,5.301038812763185,at-risk
Collège saint charles luanga,-4.3151921,15.3263021,kinshasa,School,DRC_All_SCHool_Local,0.0,at-risk
Ecole Sandoa,-11.7297576,27.4940548,,School,DRC_All_SCHool_Local,7.622879637018846,at-risk
Collège Les Saphirs,-4.3084113,15.2916664,,School,DRC_All_SCHool_Local,0.0,at-risk
Complexe Scolaire Kwetu,-11.6622498,27.4914317,,School,DRC_All_SCHool_Local,2.741203586972944,at-risk
Lycée Saint-Bernard,-11.6936456,27.4523898,,School,DRC_All_SCHool_Local,3.3788055037482043,at-risk
Ecole Lola,-11.668996,27.5482831,,School,DRC_All_SCHool_Local,8.891541125749821,at-risk
Cs Joelem,-11.6373671,27.4426886,,School,DRC_All_SCHool_Local,4.175357801439195,at-risk
Cs Kipopo,-11.6220441,27.437523,,School,DRC_All_SCHool_Local,5.890156242879729,at-risk
Cs Malela,-11.6371464,27.4450034,,School,DRC_All_SCHool_Local,4.042412258363303,at-risk
Cs Saint Josephe,-11.6288403,27.4408803,,School,DRC_All_SCHool_Local,5.057485482435845,at-risk
Cs progress,-11.6224392,27.4294201,,School,DRC_All_SCHool_Local,6.374981717572661,at-risk
Ecole adventiste,-11.6317617,27.4488873,,School,DRC_All_SCHool_Local,4.337470415482162,at-risk
Myrt school WaMbuyu,-11.624564,27.4390943,,School,DRC_All_SCHool_Local,5.561901584793472,at-risk
C.S. Blessing,-11.5996773,27.4799587,,School,DRC_All_SCHool_Local,7.588274258266991,at-risk
C.s. christ novlc alpha,-11.6089563,27.4641743,,School,DRC_All_SCHool_Local,6.422876924748695,at-risk
C.S. Dorcas,-11.6035229,27.4763738,,School,DRC_All_SCHool_Local,7.1004442577913025,at-risk
C.S. Elania,-11.612142,27.4878487,,School,DRC_All_SCHool_Local,6.486942485080336,at-risk
CS le Cénacle,-11.5960241,27.4850517,,School,DRC_All_SCHool_Local,8.106314172000866,at-risk
C.s. les novateurs,-11.6088761,27.4606392,,School,DRC_All_SCHool_Local,6.459500740486459,at-risk
C.S. Pax,-11.5979186,27.477824,,School,DRC_All_SCHool_Local,7.7404452900671235,at-risk
CS Bakaschool,-11.592136,27.4601438,,School,DRC_All_SCHool_Local,8.317865860486485,at-risk
CS Chandelier d'or,-11.5889053,27.4633113,,School,DRC_All_SCHool_Local,8.65442711920156,at-risk
C.S. Tony,-11.6039519,27.4703592,,School,DRC_All_SCHool_Local,6.985184935885937,at-risk
CS Le Bienfait,-11.5919311,27.4556156,,School,DRC_All_SCHool_Local,8.39696600045446,at-risk
CS Le Seba,-11.5913289,27.4538168,,School,DRC_All_SCHool_Local,8.493318215395186,at-risk
Collège Rita,-11.590361,27.4607032,,School,DRC_All_SCHool_Local,8.509665357805627,at-risk
Collège Révérend Goon-Yong Kwak,-11.6113779,27.4681328,,School,DRC_All_SCHool_Local,6.149939685359324,at-risk
Collège St Joseph le Grand,-11.5954195,27.4864801,,School,DRC_All_SCHool_Local,8.210982416301759,at-risk
CS Maumbezill,-11.60092,27.4818095,,School,DRC_All_SCHool_Local,7.494438239041661,at-risk
Ecole/mawazo/kowe,-11.6594755,27.5056475,,School,DRC_All_SCHool_Local,4.319604958535711,at-risk
Complexe scolaire La Bonté,-11.6826122,27.4320739,,School,DRC_All_SCHool_Local,4.16340193054916,at-risk
Complexe scolaire La Lumière,-11.694517,27.4379738,,School,DRC_All_SCHool_Local,4.399128450630279,at-risk
Complexe scolaire le Piston,-11.691731,27.4359413,,School,DRC_All_SCHool_Local,4.354507593633276,at-risk
Cs La Prosperité,-11.6972382,27.4440199,,School,DRC_All_SCHool_Local,4.199669199979736,at-risk
Cs Ma Gloire,-11.6985199,27.4369928,,School,DRC_All_SCHool_Local,4.794372208398981,at-risk
Institut technique Kisanga,-11.7005827,27.433688,,School,DRC_All_SCHool_Local,5.207540907818041,at-risk
Cs La Tendresse,-11.6960855,27.4473694,,School,DRC_All_SCHool_Local,3.8879756583169294,at-risk
Ecole et cs la Découverte,-11.6970685,27.4481678,,School,DRC_All_SCHool_Local,3.9351718829403066,at-risk
Collège Libermann Matoleo,-11.642257,27.5373489,,School,DRC_All_SCHool_Local,8.16197040009633,at-risk
Eben Ezer,-11.6464877,27.5495364,,School,DRC_All_SCHool_Local,9.299381003163681,at-risk
École primaire Mont des oliviers,-11.6760932,27.4497257,,School,DRC_All_SCHool_Local,2.1217997746212864,at-risk
,-2.7472014,29.0021571,,School,DRC_All_SCHool_Local,0.8195997435369207,at-risk
Ecole primaire Kanyiga,-1.9234797,28.9368491,,School,DRC_All_SCHool_Local,1.5852246982901055,at-risk
Ecole secondaire Inst Lutambula,-3.5935472,29.1468306,,School,DRC_All_SCHool_Local,4.668374014841634,at-risk
Complexe scolaire Les Rachetés,-11.6967002,27.52383,,School,DRC_All_SCHool_Local,7.063848211170435,at-risk
Complexe scolaire Les Savants Congolais,-11.6952213,27.5263298,,School,DRC_All_SCHool_Local,7.231163575821568,at-risk
Collège à Fleur d'Or,-11.6867022,27.5333824,,School,DRC_All_SCHool_Local,7.598802586586254,at-risk
Complexe scolaire La Source du Savoir,-11.6878139,27.5267853,,School,DRC_All_SCHool_Local,6.9559914224716906,at-risk
Complexe scolaire,-11.6848214,27.5324964,,School,DRC_All_SCHool_Local,7.4472501356740555,at-risk
Complexe scolaire,-11.6862693,27.5277444,,School,DRC_All_SCHool_Local,6.999012470520854,at-risk
EP Arthur Kabamba,-11.6853253,27.5264374,,School,DRC_All_SCHool_Local,6.831311543598363,at-risk
Complexe scolaire Bel Avenir,-11.6808392,27.5300127,,School,DRC_All_SCHool_Local,7.075743132745859,at-risk
Complexe scolaire El exauce,-11.6778933,27.5342608,,School,DRC_All_SCHool_Local,7.465761960527809,at-risk
Complexe scolaire,-11.6776139,27.5313737,,School,DRC_All_SCHool_Local,7.15063814775858,at-risk
Collège Kilima,-11.6778153,27.5186894,,School,DRC_All_SCHool_Local,5.79905077135681,at-risk
Complexe scolaire Bupe La Grâce,-11.6803811,27.5265829,,School,DRC_All_SCHool_Local,6.700380361519816,at-risk
École conv. catholique Amani,-11.6765824,27.5199902,,School,DRC_All_SCHool_Local,5.910416361731129,at-risk
EP Ushindi,-11.6887881,27.4612704,,School,DRC_All_SCHool_Local,2.5289775281089804,at-risk
La Référence,-11.6914309,27.4599912,,School,DRC_All_SCHool_Local,2.847959810577011,at-risk
CS La Joie,-11.7008384,27.4233158,,School,DRC_All_SCHool_Local,6.059806850421349,at-risk
CS La Fraternité,-11.7068843,27.4293631,,School,DRC_All_SCHool_Local,6.041389368920891,at-risk
CS Les Immortels,-11.7071776,27.4283332,,School,DRC_All_SCHool_Local,6.141235526886507,at-risk
Complexe scolaire Ku Banabii 4,-11.6562476,27.4028259,,School,DRC_All_SCHool_Local,7.0481568224421824,at-risk
Complexe scolaire Nsenia,-11.6416985,27.4058074,,School,DRC_All_SCHool_Local,7.1857883507309355,at-risk
Complexe scolaire de la Munua,-11.6371611,27.4103497,Lubumbashi,School,DRC_All_SCHool_Local,6.955564973967969,at-risk
Lycée Godelyve,-11.6314482,27.4116556,,School,DRC_All_SCHool_Local,7.157392591657559,at-risk
Pierre Vivante,-11.6553221,27.5412906,,School,DRC_All_SCHool_Local,8.223834585662285,at-risk
Ecole Primaire d'Epulu,1.401331,28.57292,,School,DRC_All_SCHool_Local,0.5058061434176906,at-risk
Collège La Référence,-11.6580357,27.5161231,,School,DRC_All_SCHool_Local,5.470587272730864,at-risk
C.S. Bon Berger,-11.6697469,27.5486799,,School,DRC_All_SCHool_Local,8.937531071333805,at-risk
C.S. Malaïka,-11.6654994,27.5562412,,School,DRC_All_SCHool_Local,9.75530958399711,at-risk
Ecole St Vincent de Paul,-11.6659169,27.5550025,,School,DRC_All_SCHool_Local,9.619908078121695,at-risk
,-11.6127387,27.4285242,,School,DRC_All_SCHool_Local,7.29485577411095,at-risk
C.S. Inchallah,-11.6354861,27.4290825,,School,DRC_All_SCHool_Local,5.364197609092591,at-risk
C.S. Ma Victoire,-11.6295414,27.4367309,,School,DRC_All_SCHool_Local,5.260294570794542,at-risk
C.S. St Pierre,-11.6334165,27.429971,,School,DRC_All_SCHool_Local,5.444330978947447,at-risk
,-11.6245365,27.4422536,,School,DRC_All_SCHool_Local,5.386596770655502,at-risk
,-11.6302245,27.4475051,,School,DRC_All_SCHool_Local,4.5579962548758495,at-risk
Complexe Scolaire La Ribambele,-11.6371549,27.4488813,,School,DRC_All_SCHool_Local,3.810583807619781,at-risk
,-11.6372935,27.4561137,,School,DRC_All_SCHool_Local,3.4624888155262354,at-risk
,-11.6374039,27.4453618,,School,DRC_All_SCHool_Local,3.996409883780513,at-risk
,-11.6380143,27.4428386,,School,DRC_All_SCHool_Local,4.109112043032928,at-risk
,-11.6406834,27.4531854,,School,DRC_All_SCHool_Local,3.240879218383635,at-risk
,-11.6429193,27.4494273,,School,DRC_All_SCHool_Local,3.240013919840549,at-risk
,-11.6459449,27.4473929,,School,DRC_All_SCHool_Local,3.1168950763567325,at-risk
Ecole Les Battants,-11.6470715,27.4487904,Golf,School,DRC_All_SCHool_Local,2.921931283421714,at-risk
Complexe scolaire Les Lushois,-11.6423869,27.3917032,,School,DRC_All_SCHool_Local,8.598589865096125,at-risk
Athénée de Katuba,-11.721282,27.4673799,,School,DRC_All_SCHool_Local,6.0734070132332825,at-risk
,-11.6914636,27.460118,,School,DRC_All_SCHool_Local,2.847986802169312,at-risk
,-11.6920883,27.4542259,,School,DRC_All_SCHool_Local,3.1345937732711713,at-risk
C.S RAMA,-11.7006082,27.4262255,,School,DRC_All_SCHool_Local,5.799695992583517,at-risk
C.S. St Nicodeme,-11.6936975,27.4274033,,School,DRC_All_SCHool_Local,5.226281420785855,at-risk
C.S. Chris Novic Alpha,-11.609305,27.4638902,,School,DRC_All_SCHool_Local,6.38552866249441,at-risk
C.S. Le Novateur,-11.6091493,27.4615911,,School,DRC_All_SCHool_Local,6.419523121409046,at-risk
