name,latitude,longitude,location_name,type,source
,-5.9380386,19.3351445,,School,DRC_All_SCHool_Local
,-5.9745998,19.3359312,,School,DRC_All_SCHool_Local
,-5.8265406,19.3600684,,School,DRC_All_SCHool_Local
,-5.851304,19.3504144,,School,DRC_All_SCHool_Local
Complexe Scolaire Lubudi,-4.3940948,15.3499739,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Bahumbu,-4.3949622,15.3504738,Kinshasa,School,DRC_All_SCHool_Local
Institut Technique Industriel Kitomesa,-4.4005606,15.358192,,School,DRC_All_SCHool_Local
Ecole Primaire Laïque,-4.3368624,15.2773339,,School,DRC_All_SCHool_Local
Complexe Scolaire Maxel,-4.3896837,15.3608587,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Sainte Famille,-4.3940567,15.3153007,,School,DRC_All_SCHool_Local
Collège Saint Archille,-4.4122915,15.339156,,School,DRC_All_SCHool_Local
Joyeux lutins,-4.3510161,15.2840249,Kinshasa,School,DRC_All_SCHool_Local
,-4.3457421,15.2785293,,School,DRC_All_SCHool_Local
,-4.3458005,15.278256,,School,DRC_All_SCHool_Local
,-4.3459567,15.278507,,School,DRC_All_SCHool_Local
,-5.9429141,19.3702642,,School,DRC_All_SCHool_Local
,-6.0160547,19.3481387,,School,DRC_All_SCHool_Local
,-1.0095005,27.1384408,,School,DRC_All_SCHool_Local
École primaire Kavumbwe,-4.5943569,29.1220375,,School,DRC_All_SCHool_Local
École primaire Kafulo,-4.2712043,28.8700737,,School,DRC_All_SCHool_Local
,-4.094562,28.8723774,,School,DRC_All_SCHool_Local
,-4.1005063,28.8747867,,School,DRC_All_SCHool_Local
École primaire Kilumu,-4.5022044,29.1918064,,School,DRC_All_SCHool_Local
,-4.3367729,15.2718809,,School,DRC_All_SCHool_Local
Ecole Bawa,0.5134316,25.1539942,,School,DRC_All_SCHool_Local
,-2.8146726,17.7251531,,School,DRC_All_SCHool_Local
Institut MARANATHA,-8.7252548,25.0060053,,School,DRC_All_SCHool_Local
Lycée WAKADILO,-8.7317054,25.0057556,,School,DRC_All_SCHool_Local
Institut LUBIMBI,-8.7285586,25.0114331,,School,DRC_All_SCHool_Local
,-8.728371,25.0116847,,School,DRC_All_SCHool_Local
,-8.7282412,25.011041,,School,DRC_All_SCHool_Local
,-8.7280275,25.0110695,,School,DRC_All_SCHool_Local
Institut Technique Indistriel de N'djili,-4.400402,15.3755486,,School,DRC_All_SCHool_Local
Groupe Scolaire Gombele,-4.3930598,15.3181641,Kinshasa,School,DRC_All_SCHool_Local
internat Méthodiste,-8.7347413,25.0153813,,School,DRC_All_SCHool_Local
Village Bondeko,-4.3217057,15.3141017,,School,DRC_All_SCHool_Local
Ecole Les Elites de Ngaba,-4.384332,15.317761,,School,DRC_All_SCHool_Local
,-4.3893061,15.3144951,,School,DRC_All_SCHool_Local
Ecole chrétienne de Kinshasa,-4.3924515,15.3135429,,School,DRC_All_SCHool_Local
Ecole chrétienne de Kinshasa,-4.3923735,15.3135565,,School,DRC_All_SCHool_Local
Ecole chrétienne de Kinshasa,-4.392368,15.3134381,,School,DRC_All_SCHool_Local
Colège Sainte Véronique,-4.3928528,15.3125339,,School,DRC_All_SCHool_Local
Collège Emerite,-4.4032063,15.3175137,,School,DRC_All_SCHool_Local
Collège Saint Esprit,-4.4092218,15.3179106,Kinshasa,School,DRC_All_SCHool_Local
Collège Saint Esprit,-4.4091626,15.3181287,Kinshasa,School,DRC_All_SCHool_Local
Ecole Mbudi,-4.3571867,15.1999446,,School,DRC_All_SCHool_Local
Institut Réverend Samba,-4.3760182,15.2575606,Kinshasa,School,DRC_All_SCHool_Local
,-5.5211804,19.0887256,,School,DRC_All_SCHool_Local
Collège STM,2.1539956,21.5114611,,School,DRC_All_SCHool_Local
,-5.4865201,19.026789,,School,DRC_All_SCHool_Local
,-5.7264082,18.9685252,,School,DRC_All_SCHool_Local
,-5.5425027,19.0342621,,School,DRC_All_SCHool_Local
,-5.536839,19.0385349,,School,DRC_All_SCHool_Local
,-5.7282892,19.2228344,,School,DRC_All_SCHool_Local
,-5.7279323,19.2268531,,School,DRC_All_SCHool_Local
,-5.8634496,19.2214146,,School,DRC_All_SCHool_Local
,-5.8671005,19.2210467,,School,DRC_All_SCHool_Local
,-4.4103758,25.2609869,,School,DRC_All_SCHool_Local
,-4.2834671,26.2501694,,School,DRC_All_SCHool_Local
,-0.9000669,18.4109089,,School,DRC_All_SCHool_Local
Institut Bangi,-5.4743693,19.0911784,,School,DRC_All_SCHool_Local
,-0.0352087,18.19349,,School,DRC_All_SCHool_Local
,-0.7103032,18.2153816,,School,DRC_All_SCHool_Local
,-0.7667827,18.2653501,,School,DRC_All_SCHool_Local
,-0.9601483,17.9946533,,School,DRC_All_SCHool_Local
college bongisa,3.243802,19.8013452,,School,DRC_All_SCHool_Local
,-0.9631639,18.5190055,,School,DRC_All_SCHool_Local
,2.8231747,22.2221535,,School,DRC_All_SCHool_Local
,-1.4312924,18.2783103,,School,DRC_All_SCHool_Local
,-1.4960017,18.9314789,,School,DRC_All_SCHool_Local
,-1.4964098,18.9298355,,School,DRC_All_SCHool_Local
,-1.4888164,18.9262096,,School,DRC_All_SCHool_Local
,-1.4971386,18.9244531,,School,DRC_All_SCHool_Local
,-1.5000756,18.921213,,School,DRC_All_SCHool_Local
,-1.3884832,19.0513941,,School,DRC_All_SCHool_Local
,-1.4581042,18.991461,,School,DRC_All_SCHool_Local
,-1.4642043,18.9640054,,School,DRC_All_SCHool_Local
,-1.3799372,18.9359268,,School,DRC_All_SCHool_Local
,-1.483715,18.9209526,,School,DRC_All_SCHool_Local
,-1.4807302,18.8762973,,School,DRC_All_SCHool_Local
,-1.4869737,18.8611651,,School,DRC_All_SCHool_Local
,-1.5008046,18.7987205,,School,DRC_All_SCHool_Local
,-1.5003364,18.7984843,,School,DRC_All_SCHool_Local
,-1.8011808,18.4034924,,School,DRC_All_SCHool_Local
,-1.8449964,18.3570968,,School,DRC_All_SCHool_Local
,-1.827339,18.2935328,,School,DRC_All_SCHool_Local
,-1.7166266,18.4275844,,School,DRC_All_SCHool_Local
,-1.7276668,18.444738,,School,DRC_All_SCHool_Local
,-1.7038319,18.485258,,School,DRC_All_SCHool_Local
,-1.71646,18.501069,,School,DRC_All_SCHool_Local
,-1.6911489,18.5226026,,School,DRC_All_SCHool_Local
,-0.8177394,18.6665717,,School,DRC_All_SCHool_Local
,-0.7434106,18.4270363,,School,DRC_All_SCHool_Local
,-0.7514199,18.4311968,,School,DRC_All_SCHool_Local
,-0.7687663,18.4536779,,School,DRC_All_SCHool_Local
,-0.7805986,18.5003188,,School,DRC_All_SCHool_Local
,-0.7867176,18.5123895,,School,DRC_All_SCHool_Local
,-0.8067199,18.565615,,School,DRC_All_SCHool_Local
,-0.7647857,18.7380896,,School,DRC_All_SCHool_Local
,-0.7930851,18.7251828,,School,DRC_All_SCHool_Local
,-0.7543182,18.343204,,School,DRC_All_SCHool_Local
,-0.7367333,18.3627265,,School,DRC_All_SCHool_Local
,-0.9724217,18.2436108,,School,DRC_All_SCHool_Local
,-0.8296859,18.1849779,,School,DRC_All_SCHool_Local
,-0.8340862,18.1766044,,School,DRC_All_SCHool_Local
,-0.824788,18.1266909,,School,DRC_All_SCHool_Local
École primaire Bwalanga,-0.8267203,18.1274488,,School,DRC_All_SCHool_Local
,-0.8459917,18.1952726,,School,DRC_All_SCHool_Local
,-0.886588,18.3016828,,School,DRC_All_SCHool_Local
,-0.8794221,18.2468986,,School,DRC_All_SCHool_Local
,-0.7537242,17.9023057,,School,DRC_All_SCHool_Local
,-3.0057322,18.6459038,,School,DRC_All_SCHool_Local
,-2.9679216,18.5748254,,School,DRC_All_SCHool_Local
,-2.9761681,18.5766845,,School,DRC_All_SCHool_Local
,-2.9724868,18.5860178,,School,DRC_All_SCHool_Local
,-2.966769,18.5752391,,School,DRC_All_SCHool_Local
,-2.9633992,18.5826819,,School,DRC_All_SCHool_Local
,-2.9509294,18.7011741,,School,DRC_All_SCHool_Local
,-2.9257808,18.7839456,,School,DRC_All_SCHool_Local
,-2.9243023,18.7983184,,School,DRC_All_SCHool_Local
,-2.924757,18.7989726,,School,DRC_All_SCHool_Local
,-2.9130169,18.5849486,,School,DRC_All_SCHool_Local
,-2.9280225,18.5354646,,School,DRC_All_SCHool_Local
,-2.9278924,18.5372227,,School,DRC_All_SCHool_Local
,-2.9779292,18.5803879,,School,DRC_All_SCHool_Local
,-4.2403111,16.2315616,,School,DRC_All_SCHool_Local
,-0.8548746,18.4583674,,School,DRC_All_SCHool_Local
,-0.8677631,18.4442419,,School,DRC_All_SCHool_Local
,-0.9339198,18.3906132,,School,DRC_All_SCHool_Local
,-0.8999112,18.4110168,,School,DRC_All_SCHool_Local
,-0.9000107,18.4111457,,School,DRC_All_SCHool_Local
,-0.9001204,18.4110953,,School,DRC_All_SCHool_Local
,-0.9002319,18.4110509,,School,DRC_All_SCHool_Local
,-1.0085373,18.2051187,,School,DRC_All_SCHool_Local
,-0.8772643,18.4192488,,School,DRC_All_SCHool_Local
,-0.8771724,18.4193855,,School,DRC_All_SCHool_Local
,-0.8771132,18.419475,,School,DRC_All_SCHool_Local
,-0.8770563,18.4195686,,School,DRC_All_SCHool_Local
,-0.8773134,18.4197709,,School,DRC_All_SCHool_Local
,-0.8774583,18.4195535,,School,DRC_All_SCHool_Local
,-0.9504462,18.3805233,,School,DRC_All_SCHool_Local
,-0.9890935,18.4414951,,School,DRC_All_SCHool_Local
,-0.9922218,18.4709815,,School,DRC_All_SCHool_Local
,-0.9937721,18.489996,,School,DRC_All_SCHool_Local
,-0.9510438,18.5459289,,School,DRC_All_SCHool_Local
,-0.9292818,18.6154904,,School,DRC_All_SCHool_Local
,-1.0683375,18.6219061,,School,DRC_All_SCHool_Local
,-1.0057052,18.672249,,School,DRC_All_SCHool_Local
,-1.0191866,18.6378157,,School,DRC_All_SCHool_Local
,-0.9391284,18.7548454,,School,DRC_All_SCHool_Local
,-0.9722229,18.7137104,,School,DRC_All_SCHool_Local
,-1.3050705,19.3032256,,School,DRC_All_SCHool_Local
,-1.3077583,19.3018455,,School,DRC_All_SCHool_Local
,-1.2900219,19.2937263,,School,DRC_All_SCHool_Local
,-0.5653135,18.7609591,,School,DRC_All_SCHool_Local
,-0.5634661,18.816226,,School,DRC_All_SCHool_Local
,-0.5182248,18.821284,,School,DRC_All_SCHool_Local
,-0.315918,18.9293422,,School,DRC_All_SCHool_Local
,-1.0327708,18.8353925,,School,DRC_All_SCHool_Local
,-1.5895532,18.3798016,,School,DRC_All_SCHool_Local
,-1.5877939,18.3785631,,School,DRC_All_SCHool_Local
Institut Technique et professionnel de Kikwit,-5.0375802,18.8145986,,School,DRC_All_SCHool_Local
,-2.0099315,18.6154396,,School,DRC_All_SCHool_Local
,-2.0461394,18.3979689,,School,DRC_All_SCHool_Local
,-1.9604141,18.444235,,School,DRC_All_SCHool_Local
,-1.4672233,18.7274269,,School,DRC_All_SCHool_Local
,-1.6195139,18.135015,,School,DRC_All_SCHool_Local
,-1.6171911,18.1336934,,School,DRC_All_SCHool_Local
,-1.6274422,18.1375349,,School,DRC_All_SCHool_Local
,-1.6287842,18.1389057,,School,DRC_All_SCHool_Local
,-1.6086648,18.1703828,,School,DRC_All_SCHool_Local
,-1.5632584,18.1920201,,School,DRC_All_SCHool_Local
,-1.4857504,18.3927883,,School,DRC_All_SCHool_Local
,-1.5159585,18.2706901,,School,DRC_All_SCHool_Local
,-1.6800018,18.2076874,,School,DRC_All_SCHool_Local
,-1.754865,18.0503427,,School,DRC_All_SCHool_Local
,-1.7717772,18.0871058,,School,DRC_All_SCHool_Local
,-1.7765822,18.139518,,School,DRC_All_SCHool_Local
,-1.8912931,18.1803522,,School,DRC_All_SCHool_Local
,-1.9423455,18.0620583,,School,DRC_All_SCHool_Local
,-1.955194,18.088085,,School,DRC_All_SCHool_Local
,-1.8871952,18.1280035,,School,DRC_All_SCHool_Local
,-1.9309769,18.0435025,,School,DRC_All_SCHool_Local
,-1.9345256,18.0456348,,School,DRC_All_SCHool_Local
,-1.5774738,18.3199312,,School,DRC_All_SCHool_Local
,-1.5346243,18.3282863,,School,DRC_All_SCHool_Local
Collège Saint Jean Bosco,-4.8199856,17.0394384,,School,DRC_All_SCHool_Local
,-1.5318517,18.4147361,,School,DRC_All_SCHool_Local
,-1.52851,18.4126384,,School,DRC_All_SCHool_Local
,-1.3142358,18.4437722,,School,DRC_All_SCHool_Local
,-1.3168414,18.4426426,,School,DRC_All_SCHool_Local
,-1.1122476,18.5323255,,School,DRC_All_SCHool_Local
,-1.1389237,18.4750751,,School,DRC_All_SCHool_Local
,-1.199399,18.4570701,,School,DRC_All_SCHool_Local
,-1.5793796,18.392223,,School,DRC_All_SCHool_Local
,-1.5796064,18.3912204,,School,DRC_All_SCHool_Local
,-1.5678688,18.41372,,School,DRC_All_SCHool_Local
,-1.4966885,18.1396943,,School,DRC_All_SCHool_Local
,-1.4317156,18.2697418,,School,DRC_All_SCHool_Local
,-10.7316034,25.4461866,,School,DRC_All_SCHool_Local
Écoles,-10.7555861,25.4385905,,School,DRC_All_SCHool_Local
,-10.7320758,25.4463371,,School,DRC_All_SCHool_Local
,-10.7317404,25.4458719,,School,DRC_All_SCHool_Local
,-1.2871133,18.7264147,,School,DRC_All_SCHool_Local
,-1.1316887,18.7820616,,School,DRC_All_SCHool_Local
,-1.105269,18.8140184,,School,DRC_All_SCHool_Local
,-1.0971823,18.8220189,,School,DRC_All_SCHool_Local
,-1.0287152,18.8355703,,School,DRC_All_SCHool_Local
,-1.0355078,18.8297276,,School,DRC_All_SCHool_Local
,-1.0397259,18.7999794,,School,DRC_All_SCHool_Local
,-1.0186922,18.7604649,,School,DRC_All_SCHool_Local
GALAXY,-10.7318249,25.4461262,,School,DRC_All_SCHool_Local
,-1.4054609,17.0455661,,School,DRC_All_SCHool_Local
,-1.1471342,18.8837536,,School,DRC_All_SCHool_Local
,0.0182408,18.3435781,,School,DRC_All_SCHool_Local
Lamascote,-10.7354209,25.4579446,,School,DRC_All_SCHool_Local
,-1.1096531,17.3468699,,School,DRC_All_SCHool_Local
,-1.1094174,17.1216143,,School,DRC_All_SCHool_Local
,-1.1062299,17.1214939,,School,DRC_All_SCHool_Local
,-1.4878561,16.8367638,,School,DRC_All_SCHool_Local
,-1.4878886,16.8387476,,School,DRC_All_SCHool_Local
,-1.4859834,16.8364735,,School,DRC_All_SCHool_Local
,-0.7057786,17.5815204,,School,DRC_All_SCHool_Local
,-0.7100171,17.5784929,,School,DRC_All_SCHool_Local
,-0.6898833,17.6453547,,School,DRC_All_SCHool_Local
,-0.7025547,17.5961597,,School,DRC_All_SCHool_Local
,-0.7327629,18.4931365,,School,DRC_All_SCHool_Local
,-0.6667051,18.4874794,,School,DRC_All_SCHool_Local
École Eben Ezer,-4.3903715,15.3563982,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Maman Odia,-4.4064981,15.3512134,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire May Mpankia,-4.3962309,15.3572011,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Alliance,-4.4094866,15.3514885,kinshasa,School,DRC_All_SCHool_Local
Ecole Bomoko,-4.4023527,15.3549538,Kinshasa,School,DRC_All_SCHool_Local
Réveillez-vous,-4.4012689,15.3561768,Kinshasa,School,DRC_All_SCHool_Local
Ecole les Heritiers du Christ,-4.4019174,15.3548422,Kinshasa,School,DRC_All_SCHool_Local
Collège le Bon Berger,-4.412729,15.3540176,kinshasa,School,DRC_All_SCHool_Local
EP Révérend Ntoto,-4.4030184,15.3563967,Kinshasa,School,DRC_All_SCHool_Local
Collège le Bon Berger,-4.4129553,15.3539698,kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Maman Pemba,-4.409902,15.3546254,kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire ma Sagesse,-4.4096648,15.3553856,kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Nkenda,-4.4068564,15.3556158,Kinshasa,School,DRC_All_SCHool_Local
Collège Bon Pasteur,-4.4076642,15.3552245,Kinshasa,School,DRC_All_SCHool_Local
Centre la réconciliation,-4.4092692,15.3548888,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire La Vision,-4.4088402,15.3549894,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Pasteur Mozart,-4.408042,15.3548834,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Bobo,-4.4077705,15.3541613,Kinshasa,School,DRC_All_SCHool_Local
Ecole Bobo,-4.4076852,15.3541991,kinshasa,School,DRC_All_SCHool_Local
Complexe scolaire Mundingu,-4.3994259,15.3525825,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire la Grace,-4.4004268,15.3520977,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire de la Paix,-4.4007385,15.3530753,Kinshasa,School,DRC_All_SCHool_Local
Protestante,-4.4028152,15.3505432,,School,DRC_All_SCHool_Local
Complexe Scolaire Papa MDK,-4.4048108,15.3539278,kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire la Précieuse,-4.4110668,15.3580832,Kinshasa,School,DRC_All_SCHool_Local
Institut Bikanga,-4.4060676,15.3556198,Kinshasa,School,DRC_All_SCHool_Local
Lisungi,-4.4083891,15.3599892,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Central,-4.4075912,15.3583421,Kinshasa,School,DRC_All_SCHool_Local
Institut Libongo,-4.3867075,15.3605638,,School,DRC_All_SCHool_Local
Complexe Scolaire les Petits Amis,-4.4117173,15.3581092,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Mama Nsongo,-4.4127986,15.3561153,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Mambo,-4.4136529,15.3569065,Kinshasa,School,DRC_All_SCHool_Local
,-5.6911974,19.9381087,,School,DRC_All_SCHool_Local
,-5.6910696,19.9391787,,School,DRC_All_SCHool_Local
Complexe Scolaire Lengi,-4.3952192,15.3553091,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Réveillez-Vous,-4.3955821,15.3554118,Kinshasa,School,DRC_All_SCHool_Local
Collège Sainte Sarah,-4.3866945,15.3568846,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Yeba,-4.3963331,15.3539732,Kinshasa,School,DRC_All_SCHool_Local
Collège Soeur Esther,-4.3964262,15.3551849,Kinshasa,School,DRC_All_SCHool_Local
Institut de la Rivière,-4.3807216,15.3564171,Kinshasa,School,DRC_All_SCHool_Local
Collège Emérite,-4.3873855,15.3570552,Kinshasa,School,DRC_All_SCHool_Local
College les Elites,-4.404591,15.3553494,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Mpumbu,-4.3833343,15.360654,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Le Bambino,-4.3846224,15.3607508,Kinshasa,School,DRC_All_SCHool_Local
École des Génies Congolais,-4.4005407,15.3505993,Kinshasa,School,DRC_All_SCHool_Local
Ecole EMERCO,-4.3927664,15.3587917,Kinshasa,School,DRC_All_SCHool_Local
École Chretienne,-4.3903048,15.3594866,,School,DRC_All_SCHool_Local
Complexe Scolaire Akiva,-4.4031908,15.3368908,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Anunga,-4.3890413,15.3448851,,School,DRC_All_SCHool_Local
,-4.39002,15.3436242,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Losa,-4.3870746,15.3558534,Kinshasa,School,DRC_All_SCHool_Local
Ecole Marakene,-4.40685,15.3338063,Kinshasa,School,DRC_All_SCHool_Local
Mandela,-4.4004325,15.3370317,Kinshasa,School,DRC_All_SCHool_Local
Ecam,-4.3995749,15.3376413,Kinshasa,School,DRC_All_SCHool_Local
Institut Technique Moteyi,-4.3845124,15.3420462,Kinshasa,School,DRC_All_SCHool_Local
Ecole Primaire Sainte Felicitė,-4.409195,15.3371358,Kinshasa,School,DRC_All_SCHool_Local
Groupe Scolaire Lumumba,-4.3791804,15.3504172,Kinshasa,School,DRC_All_SCHool_Local
Complèxe Scolaire Bazola,-4.4050228,15.3404525,Kinshasa,School,DRC_All_SCHool_Local
Collège Saint Joachim,-4.3846228,15.3420206,Kinshasa,School,DRC_All_SCHool_Local
Révélation divine,-4.4021535,15.3393709,Kinshasa,School,DRC_All_SCHool_Local
La Gloire de Dieu,-4.4022762,15.340479,Kinshasa,School,DRC_All_SCHool_Local
Piaka Pia,-4.4037011,15.3281851,Kinshasa,School,DRC_All_SCHool_Local
Groupe Scolaire la Marguerite,-4.3847045,15.347015,Kinshasa,School,DRC_All_SCHool_Local
Ecole la Delicieuse 2,-4.387002,15.3491912,,School,DRC_All_SCHool_Local
Ecole la Delicieuse 2,-4.3869727,15.3494346,,School,DRC_All_SCHool_Local
Makuala,-4.400289,15.3325638,Kinshasa,School,DRC_All_SCHool_Local
Beka,-4.3968608,15.3521683,Kinshasa,School,DRC_All_SCHool_Local
Groupe Scolaire BKT,-4.3865415,15.3468347,Kinshasa,School,DRC_All_SCHool_Local
École Sainte Therèse,-4.3930193,15.337604,Kinshasa,School,DRC_All_SCHool_Local
E.P.5 Camp Kabila,-4.3889202,15.3378246,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Mankelenge,-4.4177828,15.3387467,Kinshasa,School,DRC_All_SCHool_Local
École Mabwidi,-4.4175922,15.3398111,kinshasa,School,DRC_All_SCHool_Local
Aprosco,-4.4193316,15.3401279,kinshasa,School,DRC_All_SCHool_Local
Institut des sciences et techniques industrielles de Kisenso (ISTIK),-4.4166113,15.3409211,Kinshasa,School,DRC_All_SCHool_Local
C.S les Marnettes,-4.384693,15.3547232,,School,DRC_All_SCHool_Local
C.S Kaolti,-4.3831245,15.3533808,,School,DRC_All_SCHool_Local
École primaire Tomisa-Kimbanda,-5.3052102,19.1739184,,School,DRC_All_SCHool_Local
Ecole Primaire Bolingo,-4.3837332,15.3667137,,School,DRC_All_SCHool_Local
,-5.9427745,19.1449233,,School,DRC_All_SCHool_Local
,-5.9441471,19.1457429,,School,DRC_All_SCHool_Local
,-5.8805623,19.1108373,,School,DRC_All_SCHool_Local
,-5.8530229,19.0967033,,School,DRC_All_SCHool_Local
,-5.8401001,19.0940704,,School,DRC_All_SCHool_Local
,-5.8387047,19.0917817,,School,DRC_All_SCHool_Local
,-5.8335946,19.0923041,,School,DRC_All_SCHool_Local
,-5.7964297,19.0752739,,School,DRC_All_SCHool_Local
,-5.7936118,19.0746167,,School,DRC_All_SCHool_Local
,-5.7455569,19.0792972,,School,DRC_All_SCHool_Local
,-5.703312,19.0954517,,School,DRC_All_SCHool_Local
,-5.6776448,19.0742009,,School,DRC_All_SCHool_Local
,-5.7081651,19.2816254,,School,DRC_All_SCHool_Local
,-5.6262679,19.2603971,,School,DRC_All_SCHool_Local
,-5.6245783,19.260153,,School,DRC_All_SCHool_Local
,-5.6082359,19.2485171,,School,DRC_All_SCHool_Local
,-5.5335606,19.1943045,,School,DRC_All_SCHool_Local
,-5.5062871,19.1614679,,School,DRC_All_SCHool_Local
Miradi,-4.400603,15.3336935,Kinshasa,School,DRC_All_SCHool_Local
,-5.4626948,19.1156109,,School,DRC_All_SCHool_Local
École primaire de Bangi,-5.465932,19.092926,,School,DRC_All_SCHool_Local
,-5.4310178,19.1064964,,School,DRC_All_SCHool_Local
EP1 EP2 KISENSO,-4.4189462,15.3432184,,School,DRC_All_SCHool_Local
Complexe Scolaire Serena,-4.3993791,15.3176364,Kinshasa,School,DRC_All_SCHool_Local
EP Twendelee,-8.7303939,24.9819489,,School,DRC_All_SCHool_Local
,-8.7353043,24.990449,,School,DRC_All_SCHool_Local
,-8.7357897,24.9903813,,School,DRC_All_SCHool_Local
,-8.7356819,24.9910568,,School,DRC_All_SCHool_Local
Maranatha,-8.7253673,25.0061573,,School,DRC_All_SCHool_Local
,-8.7328036,24.9978931,,School,DRC_All_SCHool_Local
,-8.7395352,24.9676764,,School,DRC_All_SCHool_Local
,-8.7395377,24.9680821,,School,DRC_All_SCHool_Local
,-8.7395692,24.9687219,,School,DRC_All_SCHool_Local
,-8.7393327,24.9683817,,School,DRC_All_SCHool_Local
,-8.7390269,24.9675587,,School,DRC_All_SCHool_Local
,-5.9512774,19.172122,,School,DRC_All_SCHool_Local
,-5.9522379,19.1731962,,School,DRC_All_SCHool_Local
,-5.9368969,19.1659702,,School,DRC_All_SCHool_Local
,-4.2450973,16.4014667,,School,DRC_All_SCHool_Local
,-4.542476,16.4494789,,School,DRC_All_SCHool_Local
Complexe Scolaire La Termitère,-8.7314243,24.9982264,,School,DRC_All_SCHool_Local
,-4.4179528,15.3293947,,School,DRC_All_SCHool_Local
Ecole Kikinga,-4.405052,15.3462108,Kinshasa,School,DRC_All_SCHool_Local
Ste Famille de bergame,-4.3856721,15.3589547,,School,DRC_All_SCHool_Local
Swengi les aiglons,-4.3987136,15.3463169,,School,DRC_All_SCHool_Local
Complexe Scolaire Papa Nzau,-4.4005309,15.3467299,Kinshasa,School,DRC_All_SCHool_Local
Collège Marakena,-4.4012002,15.3457266,,School,DRC_All_SCHool_Local
C.S Hiyute,-4.4032645,15.3499153,,School,DRC_All_SCHool_Local
Ecole la Sagesse,-4.4235172,15.3219512,Kinshasa,School,DRC_All_SCHool_Local
Ecole Mbotama,-4.4220355,15.3227367,Kinshasa,School,DRC_All_SCHool_Local
Ecole Mbotama,-4.4220034,15.322368,Kinshasa,School,DRC_All_SCHool_Local
,-4.3337823,16.40565,,School,DRC_All_SCHool_Local
Ecole Franco-anglaise,-4.4087614,15.3392045,Kinshasa,School,DRC_All_SCHool_Local
Mulebe,-4.4028385,15.3431524,,School,DRC_All_SCHool_Local
Collège Saint Albert,-4.4028464,15.3427982,,School,DRC_All_SCHool_Local
Collège Ngelungidi,-4.4312125,15.3437917,,School,DRC_All_SCHool_Local
Cedecash,-4.426402,15.3402964,Kinshasa,School,DRC_All_SCHool_Local
Institut Technique Industriel Dizolele,-4.4241436,15.3399577,Kinshasa,School,DRC_All_SCHool_Local
Institut Technique Industriel Dizolele,-4.4239849,15.3399004,Kinshasa,School,DRC_All_SCHool_Local
Complexe Scolaire Mbungu,-4.4267577,15.3553777,Kinshasa,School,DRC_All_SCHool_Local
Groupe Scolaire Papa Kuba,-4.4296311,15.3545885,,School,DRC_All_SCHool_Local
EP ET 4 KISENSO,-4.4163291,15.3408826,Kinshasa,School,DRC_All_SCHool_Local
,2.4460143,27.6844174,,School,DRC_All_SCHool_Local
,2.4439103,27.6462257,,School,DRC_All_SCHool_Local
,2.4432,27.7116473,,School,DRC_All_SCHool_Local
,2.3252308,27.6747991,,School,DRC_All_SCHool_Local
,2.3519295,27.7231232,,School,DRC_All_SCHool_Local
,2.3807169,27.7217979,,School,DRC_All_SCHool_Local
,2.3873507,27.6993764,,School,DRC_All_SCHool_Local
,2.376774,27.6856418,,School,DRC_All_SCHool_Local
,2.4004329,27.659239,,School,DRC_All_SCHool_Local
,2.3981828,27.6704664,,School,DRC_All_SCHool_Local
,2.3985751,27.6772597,,School,DRC_All_SCHool_Local
,2.3989174,27.6856085,,School,DRC_All_SCHool_Local
,2.3209598,27.6438434,,School,DRC_All_SCHool_Local
,2.4578991,27.6466227,,School,DRC_All_SCHool_Local
,2.4506244,27.6289922,,School,DRC_All_SCHool_Local
,2.4510802,27.6144964,,School,DRC_All_SCHool_Local
,2.4540967,27.5902264,,School,DRC_All_SCHool_Local
,2.4439774,27.5778345,,School,DRC_All_SCHool_Local
,2.4171068,27.561057,,School,DRC_All_SCHool_Local
,2.4107455,27.5382804,,School,DRC_All_SCHool_Local
