name,latitude,longitude,location_name,type,source
Ecole secondaire Lubumba,-2.8959722,28.9511389,,School,DRC_All_SCHool_Local
École primaire Mulongwe 1,-3.3796667,29.1366944,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Magunda,-3.3689897,28.8773193,,School,DRC_All_SCHool_Local
École primaire Kavimvira,-3.34825,29.1611944,,School,DRC_All_SCHool_Local
École primaire Kangele,-3.2976192,28.7778265,,School,DRC_All_SCHool_Local
Ecole primaire Rubanga,-2.9888056,28.9716944,,School,DRC_All_SCHool_Local
École primaire Kimuka,-3.1123056,29.2214444,,School,DRC_All_SCHool_Local
École primaire Kihanda,-3.2551667,29.09425,,School,DRC_All_SCHool_Local
Ecole secondaire Kyanunda,-3.0496068,29.1186506,,School,DRC_All_SCHool_Local
École primaire Muheta,-3.4721583,29.1082365,,School,DRC_All_SCHool_Local
École primaire Kyugama,-3.0393056,28.9476667,,School,DRC_All_SCHool_Local
Ecole secondaire Mulenge 1/ Rurambira,-3.12325,28.9973889,,School,DRC_All_SCHool_Local
Ecole secondaire Kyugama,-3.0401111,28.9492222,,School,DRC_All_SCHool_Local
Ecole primaire Ndegu / Katobo,-3.2378333,29.02475,,School,DRC_All_SCHool_Local
Centre d'alphabetistion Bushokwe,-2.9989722,28.9386667,,School,DRC_All_SCHool_Local
Ecole primaire Ruvumera,-3.2099444,29.0431944,,School,DRC_All_SCHool_Local
Ecole primaire Migera,-3.06325,28.9573889,,School,DRC_All_SCHool_Local
École primaire Kavimvira,-3.3448465,29.1851357,,School,DRC_All_SCHool_Local
Ecole primaire Kitija,-3.1720539,29.0685154,,School,DRC_All_SCHool_Local
École primaire Kabimba,-3.458909,29.133049,,School,DRC_All_SCHool_Local
Ecole primaire Rutanga,-3.0773392,29.1250187,,School,DRC_All_SCHool_Local
Ecole primaire Butaho,-3.2364027,29.1684885,,School,DRC_All_SCHool_Local
Ecole secondaire Musenyi,-3.0768612,29.1207607,,School,DRC_All_SCHool_Local
École primaire Mashuba,-3.1830833,28.9968333,,School,DRC_All_SCHool_Local
Ecole primaire Ngalula,-3.5772718,29.1447941,,School,DRC_All_SCHool_Local
École primaire Kalundu,-3.4341907,29.1293048,,School,DRC_All_SCHool_Local
Ecole primaire Kalungwe,-3.4365663,29.1292498,,School,DRC_All_SCHool_Local
Ecole primaire Kibogozi,-3.0855556,29.1029167,,School,DRC_All_SCHool_Local
Ecole primaire Kimuka,-3.1058333,29.2226667,,School,DRC_All_SCHool_Local
Ecole primaire Lubarika,-2.8232409,28.9586751,,School,DRC_All_SCHool_Local
Ecole primaire Kagunga,-3.2495278,29.1609444,,School,DRC_All_SCHool_Local
École primaire Katekama,-2.99325,29.0981389,,School,DRC_All_SCHool_Local
Centre d'alphabetistion Murunga,-2.8564722,28.9856111,,School,DRC_All_SCHool_Local
Ecole primaire Lubarika,-2.8204444,28.9423056,,School,DRC_All_SCHool_Local
Ecole primaire Kibondwe,-3.3660301,29.143524,,School,DRC_All_SCHool_Local
Ecole secondaire Lemera,-3.0391667,28.9850833,,School,DRC_All_SCHool_Local
Ecole primaire Kichombo,-3.2777972,28.7818222,,School,DRC_All_SCHool_Local
Ecole primaire Quartier Kasenga,-3.3692769,29.1492818,,School,DRC_All_SCHool_Local
Ecole primaire Kibungu,-2.9563611,28.9770278,,School,DRC_All_SCHool_Local
École primaire Katongo,-3.4821871,29.1339996,,School,DRC_All_SCHool_Local
Ecole primaire Nyamugali,-2.9599167,29.08,,School,DRC_All_SCHool_Local
École primaire Ruhito,-3.2144722,29.0939167,,School,DRC_All_SCHool_Local
Centre d'alphabetistion Kitala,-3.4374367,29.0649066,,School,DRC_All_SCHool_Local
Ecole primaire Mushojo,-3.2785269,28.8877017,,School,DRC_All_SCHool_Local
Centre d'alphabetistion Kavimvira,-3.345,29.1790315,,School,DRC_All_SCHool_Local
Ecole secondaire Kyanunda,-3.0498291,29.1149561,,School,DRC_All_SCHool_Local
Ecole primaire Kakenge,-3.0575474,29.1161891,,School,DRC_All_SCHool_Local
Ecole primaire Mushegereza,-3.0738056,28.9876111,,School,DRC_All_SCHool_Local
Ecole primaire Bugegwa,-2.8751389,28.9205,,School,DRC_All_SCHool_Local
Centre d'alphabetistion Kisanga,-3.2796382,29.1117152,,School,DRC_All_SCHool_Local
Ecole primaire Butaho,-3.2366111,29.1648611,,School,DRC_All_SCHool_Local
École primaire Mangwa,-3.2307222,29.0657222,,School,DRC_All_SCHool_Local
Ecole primaire Kasambura,-3.1496667,29.1473611,,School,DRC_All_SCHool_Local
École primaire Butaho,-3.2274722,29.1676944,,School,DRC_All_SCHool_Local
Centre d'Alphabétisation Kitu,-3.5123333,29.1040833,,School,DRC_All_SCHool_Local
Ecole primaire Luvungi,-2.8520278,29.0287222,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Itamboko,-3.5582689,29.1460885,,School,DRC_All_SCHool_Local
Ecole secondaire Musenyi,-3.0819301,29.1237297,,School,DRC_All_SCHool_Local
Ecole primaire Gomba,-3.4953611,29.0987257,,School,DRC_All_SCHool_Local
Ecole primaire Lubarika,-2.7891667,28.9991667,,School,DRC_All_SCHool_Local
Ecole primaire Kihande,-3.1931818,29.0497342,,School,DRC_All_SCHool_Local
Ecole primaire Kigoma,-3.0905833,29.0813889,,School,DRC_All_SCHool_Local
Ecole secondaire Kibondwe,-3.3648725,29.1436426,,School,DRC_All_SCHool_Local
Ecole primaire Luvungi,-2.8593056,29.0240833,,School,DRC_All_SCHool_Local
École primaire Lubumba,-2.8911944,28.9509167,,School,DRC_All_SCHool_Local
Ecole primaire Lubarika,-2.7875278,28.9983056,,School,DRC_All_SCHool_Local
Ecole secondaire Quartier Kasenga,-3.3656389,29.149,,School,DRC_All_SCHool_Local
Ecole primaire Mubere,-3.0854167,29.0192778,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Chaminunu,-2.3648417,28.4960889,,School,DRC_All_SCHool_Local
Ecole primaire Ishovu,-2.1232111,28.9149722,,School,DRC_All_SCHool_Local
Ecole primaire Iramba,-2.0471211,28.5924017,,School,DRC_All_SCHool_Local
Ecole primaire Nkola,-2.037814,29.0708589,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Bushatiro,-2.1815444,29.0105611,,School,DRC_All_SCHool_Local
Ecole primaire Makunga,-2.3917028,28.5664639,,School,DRC_All_SCHool_Local
Ecole primaire Ushindi,-2.2045333,29.0444694,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Cagala,-1.9919271,29.0841695,,School,DRC_All_SCHool_Local
Ecole primaire Bogamanda,-2.1185845,28.8750756,,School,DRC_All_SCHool_Local
Ecole primaire Lushindi,-2.2515611,29.0193139,,School,DRC_All_SCHool_Local
École primaire Kabugo,-2.1449972,29.0270861,,School,DRC_All_SCHool_Local
École primaire Kando,-2.0915389,28.5627583,,School,DRC_All_SCHool_Local
Ecole primaire Bauhanga I + Poste De Santt,-2.2189,29.0508694,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Tumaini,-1.9220472,28.9383139,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Mulonge,-2.1566722,28.6174278,,School,DRC_All_SCHool_Local
Ecole primaire Kabale,-2.0458054,28.5892032,,School,DRC_All_SCHool_Local
École primaire Muhyahya,-2.1699194,29.0376056,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Agizo,-1.8673028,28.9920611,,School,DRC_All_SCHool_Local
Ecole primaire Misinga Cepac,-2.1283694,28.9155611,,School,DRC_All_SCHool_Local
Ecole primaire Bulegeyi,-2.2285056,29.0756417,,School,DRC_All_SCHool_Local
Ecole primaire Kanziraboba,-1.9617225,29.0723446,,School,DRC_All_SCHool_Local
École primaire Rangira,-1.8406444,28.7303833,,School,DRC_All_SCHool_Local
École primaire Mubale,-2.255,29.0282278,,School,DRC_All_SCHool_Local
Ecole primaire Bukere I,-2.1780611,29.074375,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Chihombehombe,-2.0245194,28.7088111,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Mukundu,-2.3984889,28.558825,,School,DRC_All_SCHool_Local
Ecole primaire Kabasi,-2.0461889,28.6438889,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Nyangola,-1.9896611,29.0464563,,School,DRC_All_SCHool_Local
École primaire Bulambika,-2.1482591,28.622432,,School,DRC_All_SCHool_Local
Ecole primaire Mazina,-2.2493056,29.0257694,,School,DRC_All_SCHool_Local
Centre d'alphabetistion P.A.A (projet D'alphabetisation Des Adultes),-2.1232261,28.9149989,,School,DRC_All_SCHool_Local
Ecole primaire Boza,-2.2367083,29.07375,,School,DRC_All_SCHool_Local
Ecole primaire Mugote,-2.2019833,29.0680639,,School,DRC_All_SCHool_Local
École primaire Ruharaga,-2.1037806,28.9186028,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kahule,-2.0506937,29.0710895,,School,DRC_All_SCHool_Local
École primaire Bubale,-1.7673889,28.9989444,,School,DRC_All_SCHool_Local
Ecole Lstd,-2.1027556,28.9174639,,School,DRC_All_SCHool_Local
Ecole primaire Cebumba,-2.009388,29.0569199,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Bazoka,-1.7612774,28.9871784,,School,DRC_All_SCHool_Local
Ecole primaire Karali,-2.0709129,28.5855631,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Mbinga,-2.1074139,28.919825,,School,DRC_All_SCHool_Local
Ecole primaire Ntambuka,-2.1361972,29.0241778,,School,DRC_All_SCHool_Local
École primaire Mapema,-2.0574277,28.6230946,,School,DRC_All_SCHool_Local
École primaire Nyakalengwa,-2.2411472,29.0470222,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Misimbwe,-2.0904222,29.0542028,,School,DRC_All_SCHool_Local
Ecole primaire Poste D'etat De Numbi,-1.7609679,28.9871136,,School,DRC_All_SCHool_Local
Ecole primaire 3é Cbk Ibinja,-2.3675361,28.9444167,,School,DRC_All_SCHool_Local
Ecole primaire Kabingu,-2.1640889,29.0772667,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Ciriba,-2.0473639,28.5931056,,School,DRC_All_SCHool_Local
Ecole primaire Diangenda,-2.0730111,28.5958694,,School,DRC_All_SCHool_Local
École primaire Cebumba,-2.2041194,29.0717306,,School,DRC_All_SCHool_Local
Ecole primaire Kaundju,-2.1560917,28.6169139,,School,DRC_All_SCHool_Local
Ecole primaire Salemu,-2.1004861,29.0448694,,School,DRC_All_SCHool_Local
Ecole primaire Chikoma,-2.0940444,29.0433444,,School,DRC_All_SCHool_Local
Ecole primaire Maya,-2.0989927,28.6159201,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kalehe,-2.1948028,29.0408194,,School,DRC_All_SCHool_Local
Ecole primaire Kagingo,-2.0233417,29.1019083,,School,DRC_All_SCHool_Local
Ecole primaire Bunyakiri,-2.0842745,28.5820735,,School,DRC_All_SCHool_Local
Ecole secondaire Busobe,-2.0189389,29.0933167,,School,DRC_All_SCHool_Local
Centre d'alphabetistion Ruhekekuguma,-2.2171583,29.0071361,,School,DRC_All_SCHool_Local
Ecole primaire Mugererbo,-2.4045278,28.8388889,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kananyama,-2.2437611,29.0647361,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Nyabibwe,-1.9229611,28.9352833,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Mubugu,-2.0576222,28.6362861,,School,DRC_All_SCHool_Local
Ecole primaire Kahule,-2.0511806,29.0713639,,School,DRC_All_SCHool_Local
École primaire Bushake,-2.2066806,29.0745694,,School,DRC_All_SCHool_Local
Ecole primaire Mukwija 5é Celpa,-1.8808472,28.9862833,,School,DRC_All_SCHool_Local
Ecole primaire Kavumo,-2.0900332,28.65016,,School,DRC_All_SCHool_Local
Ecole secondaire Prolasa,-2.0482694,29.1094917,,School,DRC_All_SCHool_Local
Ecole secondaire Bulege,-2.0018944,29.0872778,,School,DRC_All_SCHool_Local
École primaire Benemudaka,-2.393,28.81275,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Bihembe,-2.2552139,29.0409194,,School,DRC_All_SCHool_Local
Ecole primaire Maibano,-2.0970528,28.6165361,,School,DRC_All_SCHool_Local
Ecole primaire Musaga / Ishovu,-2.1365417,28.923825,,School,DRC_All_SCHool_Local
École primaire Buzibu,-2.1658727,29.0076625,,School,DRC_All_SCHool_Local
Ecole primaire Chihombehombe,-2.0241397,28.7098433,,School,DRC_All_SCHool_Local
École primaire Ciguli,-2.1686361,29.0303361,,School,DRC_All_SCHool_Local
Ecole primaire Ruminika,-2.2440528,29.0655389,,School,DRC_All_SCHool_Local
Ecole primaire Cibayi,-2.1884339,28.6244728,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kagi,-2.2255611,29.0769194,,School,DRC_All_SCHool_Local
École primaire Casi / Mugunga,-1.9653278,29.0608056,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Karali,-2.0709833,28.5855521,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Mubale,-2.2552028,29.0282667,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Tchanda,-1.829725,28.7325222,,School,DRC_All_SCHool_Local
Ecole primaire Bukumbi,-2.0988345,28.6194492,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kasongero,-2.2015611,29.0680028,,School,DRC_All_SCHool_Local
École secondaire Inst Rusogo,-1.7862889,28.8926528,,School,DRC_All_SCHool_Local
Ecole secondaire ITM Monvu,-2.1897944,28.9943528,,School,DRC_All_SCHool_Local
Ecole primaire Chibanja,-2.0979028,28.8996833,,School,DRC_All_SCHool_Local
Ecole primaire Kananyama,-2.2437667,29.0642778,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Bwando,-2.1640944,29.0770917,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Rehema,-1.9231069,28.9453085,,School,DRC_All_SCHool_Local
Ecole primaire Ibinja,-2.3548056,28.925,,School,DRC_All_SCHool_Local
École primaire Kamole,-1.9913311,29.082821,,School,DRC_All_SCHool_Local
École primaire Buyumbu,-1.9453575,29.0806235,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Mabula/ihoka,-2.1327028,28.8898861,,School,DRC_All_SCHool_Local
Ecole primaire Kichanga,-2.0803078,28.5490607,,School,DRC_All_SCHool_Local
Ecole primaire Irundwe /Mule,-2.39485,28.5536222,,School,DRC_All_SCHool_Local
Ecole primaire Karambi,-2.1332361,28.8895556,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kihumba Jean Charles Magabe,-2.1906694,29.0510667,,School,DRC_All_SCHool_Local
École primaire Kadjucu,-2.1525833,28.8923611,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kabugo,-2.1449611,29.0270583,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Condo,-1.9433472,29.0965722,,School,DRC_All_SCHool_Local
École primaire Ayagirwe,-2.2325778,28.8922,,School,DRC_All_SCHool_Local
École primaire Eureka Jesus,-2.2369333,29.0542056,,School,DRC_All_SCHool_Local
Ecole primaire Nyangola,-1.9914194,29.0472778,,School,DRC_All_SCHool_Local
Ecole primaire Tebero,-2.0490308,28.5986079,,School,DRC_All_SCHool_Local
Centre d'alphabetistion Bumpeta,-2.0590007,29.0543466,,School,DRC_All_SCHool_Local
Ecole primaire Makengere,-1.9104333,28.975425,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Umoja,-2.0966722,28.9028028,,School,DRC_All_SCHool_Local
Ecole primaire Ciriba,-2.0448879,28.5972172,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Bushake,-2.2066528,29.0750417,,School,DRC_All_SCHool_Local
Ecole primaire Mukundu,-2.3976207,28.5576569,,School,DRC_All_SCHool_Local
Ecole primaire Bukere II,-2.1796194,29.0778528,,School,DRC_All_SCHool_Local
École primaire Shuve,-1.9652489,29.1015395,,School,DRC_All_SCHool_Local
Ecole primaire Nyalisi,-2.0677194,28.6481111,,School,DRC_All_SCHool_Local
École primaire Muliano,-2.2163222,29.0214306,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Rambo,-2.3332394,28.5912902,,School,DRC_All_SCHool_Local
Ecole primaire Tchabalamba,-2.03885,29.0788707,,School,DRC_All_SCHool_Local
Ecole primaire Ihimbi,-2.1721667,28.8665556,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Maendeleo,-2.176322,28.6204957,,School,DRC_All_SCHool_Local
Ecole primaire Kishenyi,-1.9636815,29.0844284,,School,DRC_All_SCHool_Local
École primaire Bugushu,-2.3020833,28.8095,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Buzibu,-2.1625556,29.0135639,,School,DRC_All_SCHool_Local
Ecole primaire Buhoro,-2.1380789,29.0994842,,School,DRC_All_SCHool_Local
École primaire Bagana,-2.0870944,28.6456222,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Bukinanyana,-2.0462722,29.0939444,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Karambi,-2.2098556,29.0761389,,School,DRC_All_SCHool_Local
Ecole primaire Sinaé 55é Cebce,-2.1313389,28.8678722,,School,DRC_All_SCHool_Local
École primaire Rusengesi,-2.0082278,29.0925444,,School,DRC_All_SCHool_Local
Ecole primaire Galiga,-1.9223444,28.9387111,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Biega,-2.3948028,28.5536639,,School,DRC_All_SCHool_Local
Ecole primaire Bihembe,-2.2549944,29.0425389,,School,DRC_All_SCHool_Local
École primaire Bagana,-2.0690072,28.6487731,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Bitale,-2.1968903,28.6307092,,School,DRC_All_SCHool_Local
Ecole primaire Nyamuhiva,-1.9908694,29.0468472,,School,DRC_All_SCHool_Local
École primaire Bitale,-2.2110278,28.6310111,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Buhoro Ii,-2.1465556,29.1001222,,School,DRC_All_SCHool_Local
École primaire Bushatiro,-2.1800105,29.0136644,,School,DRC_All_SCHool_Local
École primaire Lwasi,-1.9552987,28.9214029,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Ruhagara,-2.0983472,28.9255611,,School,DRC_All_SCHool_Local
Ecole primaire Bweshu,-2.0423806,29.0903083,,School,DRC_All_SCHool_Local
Ecole primaire Cibinda,-2.3164722,28.8315,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Fendula,-2.3706839,28.6255238,,School,DRC_All_SCHool_Local
École primaire Lwamarulo,-2.1867861,29.0666028,,School,DRC_All_SCHool_Local
École primaire Cigoma,-2.0378382,28.7121908,,School,DRC_All_SCHool_Local
Ecole primaire Iko 3é Cbk,-2.2295056,28.8919917,,School,DRC_All_SCHool_Local
Ecole secondaire Muhungwe,-2.0230194,29.1029389,,School,DRC_All_SCHool_Local
Ecole primaire Karawa,-2.0017583,29.0891972,,School,DRC_All_SCHool_Local
École primaire Nyalulere,-2.3712959,28.5562896,,School,DRC_All_SCHool_Local
Ecole primaire Lukpfu,-2.1864301,29.005198,,School,DRC_All_SCHool_Local
Ecole primaire Muhumba,-2.2793472,29.0227583,,School,DRC_All_SCHool_Local
Ecole primaire Mabingu,-2.2082329,28.6334258,,School,DRC_All_SCHool_Local
Ecole secondaire Nyamusiga,-2.1631778,29.0828889,,School,DRC_All_SCHool_Local
Ecole primaire Atete,-2.28825,28.7810556,,School,DRC_All_SCHool_Local
Ecole primaire Condo,-1.9427056,29.0975167,,School,DRC_All_SCHool_Local
Ecole primaire Nyonge,-1.9200611,28.9401528,,School,DRC_All_SCHool_Local
École primaire Kashongolere,-2.1799722,28.8542778,,School,DRC_All_SCHool_Local
Ecole primaire Kabuye,-2.2981111,28.8261111,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Bushusha,-1.9777889,29.0514472,,School,DRC_All_SCHool_Local
Ecole secondaire Inst La Providence,-2.0872583,28.6474417,,School,DRC_All_SCHool_Local
Ecole primaire Bukumbi,-2.0225444,29.1030361,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Umoja,-2.2621861,29.0268222,,School,DRC_All_SCHool_Local
École primaire Lubiri,-2.3637778,28.928075,,School,DRC_All_SCHool_Local
Ecole primaire Bihembe,-2.2546861,29.0404889,,School,DRC_All_SCHool_Local
École primaire Bubinga,-2.1682528,29.0560444,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Tchofi,-2.1308972,28.8676639,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kamiro,-2.0898139,29.0706722,,School,DRC_All_SCHool_Local
Ecole primaire Chombo,-2.0928194,28.5585861,,School,DRC_All_SCHool_Local
Ecole primaire Bunyesi,-2.0611361,28.6410048,,School,DRC_All_SCHool_Local
Ecole secondaire Moria,-2.1673796,29.0782897,,School,DRC_All_SCHool_Local
Ecole primaire Rambo,-2.3400472,28.5909583,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kanziraboba,-1.9618029,29.0723494,,School,DRC_All_SCHool_Local
École primaire Lubuye / Kanyongero,-2.1752121,29.0529762,,School,DRC_All_SCHool_Local
Ecole primaire Nzinzi,-2.2621944,28.8366667,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Mugote,-2.1869,29.0731639,,School,DRC_All_SCHool_Local
École primaire Kimalamungo,-1.9720972,29.0558722,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Ibinja,-2.3637972,28.9280806,,School,DRC_All_SCHool_Local
École primaire Misimbwe,-2.0918333,29.0524167,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Nengapeta,-1.9200194,28.9372778,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Maya,-2.0989508,28.615924,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Iko,-2.2332222,28.8920722,,School,DRC_All_SCHool_Local
Ecole primaire Cholobera,-2.3568695,28.5364846,,School,DRC_All_SCHool_Local
Ecole primaire Nyamusiru,-2.1748472,29.0681722,,School,DRC_All_SCHool_Local
Ecole primaire Chaminunu,-2.3664111,28.4970889,,School,DRC_All_SCHool_Local
Ecole primaire Nyabwango,-1.9356778,29.0984028,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kashofu,-2.2274457,29.0236682,,School,DRC_All_SCHool_Local
École primaire Bukondo,-2.0719944,28.550325,,School,DRC_All_SCHool_Local
Ecole primaire Bukonje,-2.2150778,29.0506278,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Chifunzi,-2.312162,28.5893468,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Maibano,-2.098391,28.617073,,School,DRC_All_SCHool_Local
Ecole primaire Amana,-2.2215833,28.8309444,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Choloberwa,-2.2110889,28.6308694,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Boza,-2.2361889,29.0732778,,School,DRC_All_SCHool_Local
Ecole primaire Kalwa,-2.4095,28.8140278,,School,DRC_All_SCHool_Local
École primaire Shindi,-2.0981028,29.07455,,School,DRC_All_SCHool_Local
Ecole primaire Bukinanyana,-2.0471556,29.0862194,,School,DRC_All_SCHool_Local
Ecole primaire Kambale,-2.0794552,28.5519967,,School,DRC_All_SCHool_Local
École primaire Kihumba I,-1.9481541,29.0877265,,School,DRC_All_SCHool_Local
École primaire Kalonge,-2.3133611,28.5892722,,School,DRC_All_SCHool_Local
Ecole primaire Mulamba,-2.0121056,29.0846583,,School,DRC_All_SCHool_Local
École primaire Kiniezire,-1.8668998,28.9913235,,School,DRC_All_SCHool_Local
Ecole primaire Kashohoshoho,-2.3835833,28.5448472,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Bunyakiri,-2.0919666,28.5667272,,School,DRC_All_SCHool_Local
École primaire Nyamizi,-2.2394661,28.9830858,,School,DRC_All_SCHool_Local
Ecole primaire Mbinga,-1.9226889,28.9364139,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kambale,-2.0805265,28.5513678,,School,DRC_All_SCHool_Local
Ecole primaire Mabigu,-2.1780979,28.8319149,,School,DRC_All_SCHool_Local
Ecole primaire Sayuni,-2.2487694,29.0706056,,School,DRC_All_SCHool_Local
Ecole primaire Kishumbu,-2.0387,29.1134806,,School,DRC_All_SCHool_Local
École primaire Mulonge,-2.1507063,28.6288694,,School,DRC_All_SCHool_Local
Ecole primaire Musama,-2.1563417,29.1085306,,School,DRC_All_SCHool_Local
École primaire Buhumba,-2.2058944,29.0148722,,School,DRC_All_SCHool_Local
Ecole primaire Musenyi,-1.9214761,28.9402357,,School,DRC_All_SCHool_Local
École primaire Bunyakiri,-2.0546972,28.5860222,,School,DRC_All_SCHool_Local
Ecole primaire Kirutu,-2.2617778,29.0263472,,School,DRC_All_SCHool_Local
Ecole primaire Kigoma,-2.3909722,28.8196667,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kanana,-2.0899366,28.650088,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Muhyahya,-2.169625,29.0380806,,School,DRC_All_SCHool_Local
,-2.1272582,28.597882,,School,DRC_All_SCHool_Local
Ecole primaire Mihongwa,-2.0936052,28.5628045,,School,DRC_All_SCHool_Local
Ecole primaire Karambi,-2.2100944,29.0764278,,School,DRC_All_SCHool_Local
École primaire Bushonga,-2.0255778,29.0844611,,School,DRC_All_SCHool_Local
Ecole primaire Muganza,-2.3659722,28.50175,,School,DRC_All_SCHool_Local
École primaire Monvu,-2.1905162,28.9931184,,School,DRC_All_SCHool_Local
École primaire Prolasa,-2.0485957,29.1068458,,School,DRC_All_SCHool_Local
École primaire Bushushu,-2.0930028,28.9199944,,School,DRC_All_SCHool_Local
École primaire Sayuni,-2.1451278,29.1010611,,School,DRC_All_SCHool_Local
École primaire Nyakibamba,-2.1879972,29.0549389,,School,DRC_All_SCHool_Local
École primaire Miti,-2.35375,28.7907778,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Buyumbu,-1.9451472,29.0718222,,School,DRC_All_SCHool_Local
Centre d'alphabetistion Centre D'encadrement Des Enfants,-1.7076806,29.0219528,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Bulabika,-2.1484039,28.6224317,,School,DRC_All_SCHool_Local
École primaire Kaleba,-2.1864231,29.0286992,,School,DRC_All_SCHool_Local
Ecole primaire Lunda Nymunene,-2.0513222,28.5230778,,School,DRC_All_SCHool_Local
Ecole primaire Bukinanyana,-2.0465361,29.0922861,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Ihya,-2.1522708,29.0181695,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kizito,-1.9214639,28.9386722,,School,DRC_All_SCHool_Local
Ecole primaire Chihenge,-2.0731035,28.6382957,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Nkuvu,-2.2286444,29.0761028,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Mule,-2.3824087,28.5451495,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Mwangaza,-2.3671111,28.5068833,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kalima,-2.0870373,28.5530108,,School,DRC_All_SCHool_Local
École primaire Casi,-2.1524472,29.0186833,,School,DRC_All_SCHool_Local
Ecole primaire Mukoa,-2.0139222,28.9071694,,School,DRC_All_SCHool_Local
Ecole primaire Bwiru,-2.1906706,29.0761918,,School,DRC_All_SCHool_Local
Ecole primaire Kibanda,-2.1075083,29.0547083,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Erunga,-2.1114361,28.5955111,,School,DRC_All_SCHool_Local
Ecole primaire Gorho,-2.2680528,29.0442778,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Karhondo,-2.2491972,29.025625,,School,DRC_All_SCHool_Local
Ecole primaire Ramba,-1.9873639,28.7152389,,School,DRC_All_SCHool_Local
Ecole primaire Bulundi,-2.2386583,29.0679361,,School,DRC_All_SCHool_Local
