name,latitude,longitude,risk_status,distance_km,nearest_conflict_type,nearest_conflict_date,osm_id
Complexe Scolaire Misericorde,-1.6765573,29.2329316,at-risk,1.61,Battle,2024-01-01,7387324616
Complexe Scolaire Mon Bon Village,-2.4997755,28.8568709,at-risk,0.76,Violence against civilians,2024-01-02,7387324617
Complexe Scolaire Merci Wesha,-2.4981123,28.8376244,at-risk,1.39,Violence against civilians,2024-01-02,7387324618
Complexe Scolaire Michel,-2.5038017,28.8791262,at-risk,3.26,Violence against civilians,2024-01-02,7387324619
Complexe Scolaire Matimanyi,-2.4966758,28.8870037,at-risk,4.13,Violence against civilians,2024-01-02,7387324620
Complexe Scolaire Matumaini,-1.67642,29.2302525,at-risk,1.34,Battle,2024-01-01,7387324621
Complexe Scolaire Mapatano,-2.5164843,28.8483232,at-risk,1.84,Violence against civilians,2024-01-02,7387324622
Complexe Scolaire Maria Utuangaziye,-2.5176022,28.8505916,at-risk,1.96,Violence against civilians,2024-01-02,7387324623
Complexe Scolaire Maman Gloria,-2.4987036,28.8776864,at-risk,3.08,Violence against civilians,2024-01-02,7387324624
Complexe Scolaire Malkiya,-2.4854612,28.8347795,at-risk,2.34,Violence against civilians,2024-01-02,7387324625
Complexe Scolaire Maendeleo,-2.5078351,28.863423,at-risk,1.73,Violence against civilians,2024-01-02,7387324627
Complexe Scolaire l'Héritage,-2.4895857,28.8430496,at-risk,1.39,Violence against civilians,2024-01-02,7387324628
Complexe Scolaire Levert,-2.5139017,28.8482483,at-risk,1.56,Violence against civilians,2024-01-02,7387324629
Complexe Scolaire le Miracle,-2.5028617,28.869508,at-risk,2.19,Violence against civilians,2024-01-02,7387324630
Complexe Scolaire le Prophète,-2.5094668,28.86396,at-risk,1.87,Violence against civilians,2024-01-02,7387324631
Complexe Scolaire Lapereau,-2.5006853,28.8826516,at-risk,3.63,Violence against civilians,2024-01-02,7387324632
Complexe Scolaire le Bonheur,-2.5182944,28.8365382,at-risk,2.52,Violence against civilians,2024-01-02,7387324633
Complexe Scolaire la Victoire,-2.5265428,28.8519589,at-risk,2.96,Violence against civilians,2024-01-02,7387324634
Complexe Scolaire l'Amitié,-2.5466589,28.8711046,at-risk,5.69,Violence against civilians,2024-01-02,7387324635
Complexe Scolaire la Souplexe,-2.5305162,28.8578789,at-risk,3.5,Violence against civilians,2024-01-02,7387324636
Complexe Scolaire la Reflexion,-2.545257,28.8642565,at-risk,5.28,Violence against civilians,2024-01-02,7387324637
Complexe Scolaire la Reine,-2.4999743,28.8889416,at-risk,4.33,Violence against civilians,2024-01-02,7387324638
Complexe Scolaire la Puissance Divine,-2.4909031,28.8348116,at-risk,1.97,Violence against civilians,2024-01-02,7387324639
Complexe Scolaire la Persévérance,-2.5159348,28.8618897,at-risk,2.21,Violence against civilians,2024-01-02,7387324640
Complexe Scolaire la Production,-2.4852941,28.8273723,at-risk,3.0,Violence against civilians,2024-01-02,7387324641
Complexe Scolaire la Franchise,-2.4928802,28.8452002,at-risk,0.95,Violence against civilians,2024-01-02,7387324642
Complexe Scolaire la Gloire,-2.4971207,28.8309555,at-risk,2.14,Violence against civilians,2024-01-02,7387324643
Complexe Scolaire la Famille,-2.5051545,28.8402023,at-risk,1.23,Violence against civilians,2024-01-02,7387324644
Complexe Scolaire la Fontaine,-1.6744095,29.2290823,at-risk,1.12,Battle,2024-01-01,7387324645
Complexe Scolaire la Croisière,-2.5156991,28.8519664,at-risk,1.76,Violence against civilians,2024-01-02,7387324646
Complexe Scolaire la Decouverte,-2.5056618,28.8695049,at-risk,2.26,Violence against civilians,2024-01-02,7387324647
Complexe Scolaire la Colombe,-2.5230821,28.8469798,at-risk,2.59,Violence against civilians,2024-01-02,7387324648
Complexe Scolaire la Conscience,-2.5164394,28.8387922,at-risk,2.21,Violence against civilians,2024-01-02,7387324649
Complexe Scolaire Kitoko 2,-2.5167136,28.8480548,at-risk,1.87,Violence against civilians,2024-01-02,7387324651
Complexe Scolaire Kamanzema,-2.5447156,28.8629241,at-risk,5.18,Violence against civilians,2024-01-02,7387324652
Complexe Scolaire Jean-Jacques,-2.5263808,28.8262397,at-risk,3.95,Violence against civilians,2024-01-02,7387324653
Complexe Scolaire Jericho,-1.6760485,29.2305976,at-risk,1.36,Battle,2024-01-01,7387324654
Complexe Scolaire Ibuye,-2.4948781,28.8393075,at-risk,1.32,Violence against civilians,2024-01-02,7387324655
Complexe Scolaire Incence,-2.5338495,28.8532633,at-risk,3.78,Violence against civilians,2024-01-02,7387324656
Complexe Scolaire Gracia,-2.5095872,28.8697014,at-risk,2.43,Violence against civilians,2024-01-02,7387324657
Complexe Scolaire Horizon,-2.5222561,28.8490229,at-risk,2.48,Violence against civilians,2024-01-02,7387324658
Complexe Scolaire Fazili,-2.5302361,28.8245192,at-risk,4.4,Violence against civilians,2024-01-02,7387324659
Complexe Scolaire Foyer du Savoir,-2.5309221,28.8528947,at-risk,3.45,Violence against civilians,2024-01-02,7387324660
École Primaire Nazardenne,-1.6537761,29.2315696,at-risk,2.22,Battle,2024-01-01,7396262552
École Primaire Neema,-1.6543574,29.2335977,at-risk,2.3,Battle,2024-01-01,7396262553
Ecole Primaire Mulamba,-2.5521312,28.8760438,at-risk,6.48,Violence against civilians,2024-01-02,7396262555
Ecole Primaire Mulambula,-2.4847735,28.8279648,at-risk,2.98,Violence against civilians,2024-01-02,7396262556
Ecole Primaire Mushekere,-2.4966383,28.8283176,at-risk,2.44,Violence against civilians,2024-01-02,7396262559
Ecole Primaire Matendo,-2.5083976,28.8539836,at-risk,1.03,Violence against civilians,2024-01-02,7396262566
École Primaire Maranatha,-1.6659545,29.2281646,at-risk,1.01,Battle,2024-01-01,7396262567
École Primaire Maliki,-1.6622899,29.2253652,at-risk,1.04,Battle,2024-01-01,7396262571
Ecole Primaire Malu,-2.5259877,28.8410232,at-risk,3.06,Violence against civilians,2024-01-02,7396262572
École Primaire Majengo,-1.6619888,29.2227488,at-risk,0.94,Battle,2024-01-01,7396262579
École Primaire Mabanga,-1.6627693,29.2231831,at-risk,0.88,Battle,2024-01-01,7396262580
Ecole Primaire la Veronica,-2.511076,28.8659506,at-risk,2.16,Violence against civilians,2024-01-02,7396262582
École Primaire la Référence,-2.5033303,28.8833941,at-risk,3.73,Violence against civilians,2024-01-02,7396262585
Ecole Primaire Luganda,-2.4991556,28.8343339,at-risk,1.74,Violence against civilians,2024-01-02,7396262586
Ecole Primaire Kiriza,-2.5170094,28.8436078,at-risk,2.02,Violence against civilians,2024-01-02,7396262595
École Primaire Kisandu,-1.6575917,29.2264806,at-risk,1.56,Battle,2024-01-01,7396262600
Ecole Primaire Kinjuba,-2.5307289,28.8474391,at-risk,3.43,Violence against civilians,2024-01-02,7396262607
École Primaire Katoyi,-1.6649265,29.2265863,at-risk,0.92,Battle,2024-01-01,7396262609
École Primaire Galilaya,-1.6603862,29.2268367,at-risk,1.31,Battle,2024-01-01,7396262618
École Primaire Bethel,-1.6551432,29.2276911,at-risk,1.86,Battle,2024-01-01,7396262630
Ecole Primaire Buholo,-2.5223521,28.8480224,at-risk,2.5,Violence against civilians,2024-01-02,7396262633
Ecole Primaire Aden,-2.5212362,28.8502186,at-risk,2.36,Violence against civilians,2024-01-02,7396262637
École Primaire Baraka,-1.6636331,29.2134107,at-risk,1.02,Battle,2024-01-01,7396262640
Ecole Primaire Amkeni,-2.5156275,28.8528429,at-risk,1.77,Violence against civilians,2024-01-02,7396262642
Ecole Primaire Ushindi Cikera,-2.4939785,28.8234335,at-risk,3.03,Violence against civilians,2024-01-02,7396262650
Ecole Primaire Salongo Lwana,-2.536533,28.8591646,at-risk,4.19,Violence against civilians,2024-01-02,7396262657
Ecole Primaire Tuungane,-2.4898017,28.8438558,at-risk,1.32,Violence against civilians,2024-01-02,7396262659
École Primaire Sivyolo,-1.662856,29.2224202,at-risk,0.84,Battle,2024-01-01,7396262660
École Primaire Tanganyika,-1.6645247,29.2178173,at-risk,0.66,Battle,2024-01-01,7396262661
Ecole Primaire Robozo,-2.4800551,28.8172572,at-risk,4.26,Violence against civilians,2024-01-02,7396262664
École Primaire Sainte Famille,-1.6652012,29.2254083,at-risk,0.8,Battle,2024-01-01,7396262665
École Primaire Sainte Jeanne de Lestonnac,-2.4991714,28.8792308,at-risk,3.25,Violence against civilians,2024-01-02,7396262666
École Primaire Rutoboko,-1.6702267,29.2219683,at-risk,0.22,Battle,2024-01-01,7396262667
École Primaire la Joie,-1.6489987,29.2319207,at-risk,2.68,Battle,2024-01-01,7399890662
École Primaire Kataliko,-2.4935437,28.8474589,at-risk,0.77,Violence against civilians,2024-01-02,7399890672
Ecole Primaire Kabika,-2.5122101,28.8525975,at-risk,1.39,Violence against civilians,2024-01-02,7399890681
École Primaire Kaba,-1.6584416,29.2205675,at-risk,1.29,Battle,2024-01-01,7399890683
Ecole Primaire Mignos,-2.5037192,28.8699548,at-risk,2.26,Violence against civilians,2024-01-02,7399893392
Institut Astere,-2.5353885,28.8476052,at-risk,3.94,Violence against civilians,2024-01-02,7402879649
Institut Augustino,-2.5084623,28.8450729,at-risk,1.09,Violence against civilians,2024-01-02,7402879650
Institut Amina,-1.6541457,29.2199069,at-risk,1.76,Battle,2024-01-01,7402879651
Institut Alpha,-2.5454241,28.8592428,at-risk,5.15,Violence against civilians,2024-01-02,7402879654
Institut Akya,-2.5036269,28.8759322,at-risk,2.91,Violence against civilians,2024-01-02,7402879655
Ecole Primaire Uaminifu,-2.5227311,28.8469758,at-risk,2.55,Violence against civilians,2024-01-02,7402879657
École Primaire Nyiragongo,-1.6749767,29.2311283,at-risk,1.36,Battle,2024-01-01,7402879668
Ecole Primaire Nyarwizimya,-2.4903234,28.839576,at-risk,1.58,Violence against civilians,2024-01-02,7402879670
Institut Bora,-2.4645206,28.8358197,at-risk,4.25,Violence against civilians,2024-01-02,7402879684
Institut Bangu,-2.473248,28.8228246,at-risk,4.24,Violence against civilians,2024-01-02,7402881286
Institut Kabasha,-2.5289557,28.8454962,at-risk,3.26,Violence against civilians,2024-01-02,7417977808
Institut Kabuye,-2.531337,28.85307,at-risk,3.5,Violence against civilians,2024-01-02,7417977809
Institut Faraja,-1.676506,29.2313263,at-risk,1.45,Battle,2024-01-01,7417977815
Institut Communautaire du Lac,-1.679077,29.2278604,at-risk,1.33,Battle,2024-01-01,7417977817
Institut Cidasa,-2.5273238,28.8566685,at-risk,3.13,Violence against civilians,2024-01-02,7417977818
Institut Ciriri,-2.5210139,28.8352853,at-risk,2.85,Violence against civilians,2024-01-02,7417977819
Institut Cameron Scott,-1.6582498,29.226836,at-risk,1.51,Battle,2024-01-01,7417977820
Institut Katibu,-2.5499114,28.8723948,at-risk,6.08,Violence against civilians,2024-01-02,7417977830
Université de Proximité,-2.5180422,28.8511026,at-risk,2.01,Violence against civilians,2024-01-02,7515023085
Institut Mgr Masimango,-1.6744417,29.2307434,at-risk,1.29,Battle,2024-01-01,7518261519
Institut Matumaini,-2.4887453,28.832938,at-risk,2.27,Violence against civilians,2024-01-02,7518261521
Institut Majengo,-1.661637,29.2232922,at-risk,1.0,Battle,2024-01-01,7518261524
Institut Mahama,-2.5407093,28.8670839,at-risk,4.91,Violence against civilians,2024-01-02,7518261526
Institut Maendeleo,-2.5494874,28.8706931,at-risk,5.96,Violence against civilians,2024-01-02,7518261528
Institut Maendeleo,-1.6766749,29.231414,at-risk,1.47,Battle,2024-01-01,7518261529
Institut Lukwangomo,-1.6576343,29.218725,at-risk,1.38,Battle,2024-01-01,7518261532
Institut la Vision,-2.5294714,28.8568108,at-risk,3.36,Violence against civilians,2024-01-02,7518261537
Institut Lady Baden-Powell,-1.6583279,29.2138392,at-risk,1.47,Battle,2024-01-01,7518261538
Institut la Varonique,-2.5119215,28.8657752,at-risk,2.2,Violence against civilians,2024-01-02,7518261539
Institut la Clochette,-2.5436447,28.8625274,at-risk,5.05,Violence against civilians,2024-01-02,7518261540
Institut la Trinite,-2.5089138,28.8533624,at-risk,1.06,Violence against civilians,2024-01-02,7518261541
Institut Mulwa,-2.5268554,28.8302893,at-risk,3.7,Violence against civilians,2024-01-02,7518261553
Institut Mulindwa,-2.5228032,28.8487975,at-risk,2.54,Violence against civilians,2024-01-02,7518261554
Institut Mugunga,-1.6647041,29.2187298,at-risk,0.61,Battle,2024-01-01,7518261557
Institut Mulamba,-2.5518713,28.8753439,at-risk,6.42,Violence against civilians,2024-01-02,7518261558
Institut Mikeno,-1.6781038,29.2305352,at-risk,1.48,Battle,2024-01-01,7518261560
Institut Mgr Bya'Ene,-2.5074309,28.8702836,at-risk,2.4,Violence against civilians,2024-01-02,7518261561
Lucée Arche de l’unité,-2.5003168,28.8809813,at-risk,3.44,Violence against civilians,2024-01-02,7528073687
Complexe Scolaire Laperaux,-2.5004875,28.8824685,at-risk,3.61,Violence against civilians,2024-01-02,7528077485
École primaire l’Estonac,-2.4995748,28.8791471,at-risk,3.24,Violence against civilians,2024-01-02,7528079285
Institut Visoke,-1.6632159,29.2257685,at-risk,0.99,Battle,2024-01-01,7533747945
Institut Uzima,-1.6647255,29.2269184,at-risk,0.97,Battle,2024-01-01,7533747948
Institut Vangu,-2.5271964,28.8563752,at-risk,3.11,Violence against civilians,2024-01-02,7533747949
Institut Tupendane,-2.4885711,28.8426558,at-risk,1.51,Violence against civilians,2024-01-02,7533747950
Institut Tuungane,-1.6730995,29.2363268,at-risk,1.85,Battle,2024-01-01,7533747951
Institut Saint Matthieu,-2.5183667,28.8339942,at-risk,2.71,Violence against civilians,2024-01-02,7533747955
Institut Saint Marc,-1.6500437,29.2223594,at-risk,2.23,Battle,2024-01-01,7533747957
Institut Plateau,-2.5098495,28.8449002,at-risk,1.23,Violence against civilians,2024-01-02,7533747960
Institut Olimba,-2.5175833,28.8509605,at-risk,1.96,Violence against civilians,2024-01-02,7533747963
Institut Mushere,-2.4983272,28.888311,at-risk,4.26,Violence against civilians,2024-01-02,7533747971
Lycée Nyakavogo,-2.4802064,28.8178244,at-risk,4.2,Violence against civilians,2024-01-02,7533747977
Lycée Familiya Dei,-2.5197534,28.8365292,at-risk,2.66,Violence against civilians,2024-01-02,7533747978
Lycée Cesar,-2.5161706,28.839689,at-risk,2.13,Violence against civilians,2024-01-02,7533747979
Lycée Cirezi,-2.4999338,28.873106,at-risk,2.57,Violence against civilians,2024-01-02,7533747980
Lycée Amani,-1.6812129,29.2316446,at-risk,1.8,Battle,2024-01-01,7533747981
Institut Zanner,-1.6764252,29.2201447,at-risk,0.71,Battle,2024-01-01,7533747984
Complexe Scolaire Lofudu,-4.3779543,15.3612129,at-risk,8.59,Strategic development,2024-01-03,7817434015
Complexe Scolaire Ngami,-4.3751896,15.3601313,at-risk,8.28,Strategic development,2024-01-03,7817434018
Complexe Scolaire KASIMBI,-1.67477,29.2268095,at-risk,0.92,Battle,2024-01-01,7849859015
Collège Sainte Claire II,-4.3326482,15.2619705,at-risk,5.51,Strategic development,2024-01-03,8048475105
Complexe scolaire la convivance,-1.6484276,29.1887088,at-risk,4.22,Battle,2024-01-01,8237516077
Complexe scolaire de l'atlantique,-1.6475948,29.1825799,at-risk,4.85,Battle,2024-01-01,8237948302
Erudit International school,-1.6484908,29.1813189,at-risk,4.92,Battle,2024-01-01,8304968555
Institut Elizabeth de la Trinité,-1.649396,29.1799683,at-risk,5.0,Battle,2024-01-01,8305004450
EP la Gloire,-1.6508318,29.1721289,at-risk,5.73,Battle,2024-01-01,8305007963
Complexe Scolaire Chrétien Jacques André Vernaud,-4.355751,15.3082325,at-risk,3.98,Strategic development,2024-01-03,8313433041
Complexe Scolaire KANDA,-4.3426955,15.3034218,at-risk,2.63,Strategic development,2024-01-03,8442701017
Institut Himbi,-1.6788138,29.2145231,at-risk,1.15,Battle,2024-01-01,8540452711
École Privée des Volcans,-1.6816189,29.2288497,at-risk,1.62,Battle,2024-01-01,8543217172
Kratos,-1.6688443,29.1957232,at-risk,2.7,Battle,2024-01-01,8566587197
Theresa mira,-1.6676331,29.2054678,at-risk,1.64,Battle,2024-01-01,8572982918
Lycée amani,-1.6796398,29.2319856,at-risk,1.71,Battle,2024-01-01,8680659876
Complexe scolaire mwanga,-1.6577267,29.193437,at-risk,3.25,Battle,2024-01-01,8680663264
Saint Charles et Maison Enrica,-4.3467954,15.3409357,at-risk,4.54,Strategic development,2024-01-03,8932349013
Armée du Salut,-4.4008397,15.2951877,at-risk,9.14,Strategic development,2024-01-03,8936088324
Ecole Vision,-4.3847825,15.2598068,at-risk,9.1,Strategic development,2024-01-03,9084713394
Complexe Scolaire La Somité,-4.3580296,15.2520626,at-risk,7.69,Strategic development,2024-01-03,9084713410
English International School,-4.3079289,15.3173972,at-risk,1.57,Strategic development,2024-01-03,9246824078
Unnamed School,-2.5616857,28.8300642,at-risk,7.21,Violence against civilians,2024-01-02,9275816276
Unnamed School,-2.5046855,28.784818,at-risk,7.26,Violence against civilians,2024-01-02,9297053726
Institut Himbi,-1.671614,29.2042639,at-risk,1.76,Battle,2024-01-01,9543333884
Complexe Scolaire Siama,-4.3925596,15.3303869,at-risk,8.38,Strategic development,2024-01-03,9657190727
Collège GSG,-4.371477,15.3692263,at-risk,8.71,Strategic development,2024-01-03,9974916019
Complexe Scolaire Révérend KIM,-4.3174329,15.2930784,at-risk,1.9,Strategic development,2024-01-03,9976991400
CS LA TROMPETE,-4.3617574,15.3219286,at-risk,4.83,Strategic development,2024-01-03,9977033872
AGRICOLE,-4.3674539,15.3218561,at-risk,5.44,Strategic development,2024-01-03,9977033876
EP 1&2 DJOLU,-4.3439133,15.3131684,at-risk,2.68,Strategic development,2024-01-03,9977044011
Ecole Melisa,-4.3260447,15.2974185,at-risk,1.55,Strategic development,2024-01-03,9979337835
Unnamed School,-4.3415838,15.3037217,at-risk,2.5,Strategic development,2024-01-03,9979906368
Unnamed School,-4.3427231,15.3044513,at-risk,2.6,Strategic development,2024-01-03,9979906369
Unnamed School,-4.3454458,15.3082842,at-risk,2.84,Strategic development,2024-01-03,9979906372
Unnamed School,-4.3460877,15.3055912,at-risk,2.94,Strategic development,2024-01-03,9979906373
Unnamed School,-4.3452559,15.3025764,at-risk,2.93,Strategic development,2024-01-03,9979906374
Unnamed School,-4.3454057,15.2992907,at-risk,3.06,Strategic development,2024-01-03,9979906375
Unnamed School,-4.3456892,15.3001812,at-risk,3.06,Strategic development,2024-01-03,9979906376
Unnamed School,-4.345173,15.3006828,at-risk,2.98,Strategic development,2024-01-03,9979906377
Unnamed School,-4.344507,15.3005058,at-risk,2.92,Strategic development,2024-01-03,9979906378
Unnamed School,-4.3447772,15.3016806,at-risk,2.91,Strategic development,2024-01-03,9979906379
CS. BWANYA,-4.3668896,15.3196594,at-risk,5.32,Strategic development,2024-01-03,9979954308
CS. MWINDA,-4.3674967,15.3208423,at-risk,5.42,Strategic development,2024-01-03,9979954309
EP. 10 NGABA,-4.3782692,15.3226018,at-risk,6.63,Strategic development,2024-01-03,9979954310
Collège La compassion de Dieu,-4.3772342,15.3247073,at-risk,6.57,Strategic development,2024-01-03,9979954311
CS. Charles MBUTAMUTU,-4.3737134,15.3205432,at-risk,6.09,Strategic development,2024-01-03,9979954313
CS. MWINDA,-4.3748486,15.3230551,at-risk,6.27,Strategic development,2024-01-03,9979954314
Ecole St Adrien,-4.3750024,15.3231409,at-risk,6.29,Strategic development,2024-01-03,9979954315
CS. MBUKU,-4.3759933,15.3237793,at-risk,6.41,Strategic development,2024-01-03,9979954316
Ecole De la paix,-4.3836607,15.3232509,at-risk,7.23,Strategic development,2024-01-03,9979967317
Collège Saint CYPRIEN,-4.3814196,15.3224999,at-risk,6.97,Strategic development,2024-01-03,9979967319
Collège Les amis de la réussite,-4.3807216,15.3199035,at-risk,6.84,Strategic development,2024-01-03,9979967320
CS. SEDIA,-4.380505,15.3205043,at-risk,6.83,Strategic development,2024-01-03,9979967321
CS. TELE MUKWANGA,-4.3786356,15.3203742,at-risk,6.62,Strategic development,2024-01-03,9979967322
CS. SUBLIME,-4.378675,15.3197204,at-risk,6.61,Strategic development,2024-01-03,9979967323
CS. Charles MBUTAMUTU,-4.3788107,15.32103,at-risk,6.65,Strategic development,2024-01-03,9979967324
CS. SEDIA,-4.3796144,15.3218642,at-risk,6.76,Strategic development,2024-01-03,9979967325
CS. NZEY,-4.3789378,15.3232241,at-risk,6.72,Strategic development,2024-01-03,9979967326
Collège Saint Albert,-4.3778974,15.3187421,at-risk,6.51,Strategic development,2024-01-03,9979967327
Ecole Maman MAZA,-4.3771312,15.3187354,at-risk,6.43,Strategic development,2024-01-03,9979967328
Ecole NLEMVO,-4.3772342,15.3185114,at-risk,6.43,Strategic development,2024-01-03,9979967329
CS. Sainte-Marie,-4.3766004,15.3187944,at-risk,6.37,Strategic development,2024-01-03,9979967330
EP. 2 & 7 Saint ADRIEN,-4.3752605,15.3219822,at-risk,6.29,Strategic development,2024-01-03,9979967331
Institut Kayembe,-1.6366123,29.2498273,at-risk,4.98,Battle,2024-01-01,10116544019
E.P. Mapendo,-1.6289147,29.1855847,at-risk,5.96,Battle,2024-01-01,10116544120
Ecole Ange Raphael,-4.3517023,15.2916847,at-risk,4.07,Strategic development,2024-01-03,10277664882
Ecole Officielle,-4.3612242,15.3038274,at-risk,4.63,Strategic development,2024-01-03,10277676793
Ecole Officielle,-4.3617648,15.3054572,at-risk,4.67,Strategic development,2024-01-03,10277676794
Unnamed School,-1.5994957,29.1644634,at-risk,9.98,Battle,2024-01-01,11350843745
Unnamed School,-1.6374197,29.1695461,at-risk,6.68,Battle,2024-01-01,11350860787
Ste Thérèse de l'enfant Jésus,-4.3483725,15.2314841,at-risk,9.26,Strategic development,2024-01-03,11875090069
COSMOL,-4.3471945,15.2309928,at-risk,9.27,Strategic development,2024-01-03,11933756569
Collège St Cyprien,-4.3478266,15.2305721,at-risk,9.33,Strategic development,2024-01-03,11933756570
Sainte Monique,-4.3504969,15.2307166,at-risk,9.42,Strategic development,2024-01-03,12193886601
Institut Maendeleo,-1.6793078,29.235118,at-risk,1.97,Battle,2024-01-01,12318270857
EP.Toroto,-1.6477057,29.180804,at-risk,5.01,Battle,2024-01-01,12435869078
Institut TOROTO,-1.657063,29.1828659,at-risk,4.37,Battle,2024-01-01,12442081972
Complexe Scolaire Technique UJUZI,-1.6646412,29.1777564,at-risk,4.73,Battle,2024-01-01,12444856564
Complexe Scolaire Notre Dame de la Paix/Nguba,-2.4999675,28.885873,at-risk,3.99,Violence against civilians,2024-01-02,12511802981
Complexe Scolaire Saint Israël,-2.5085711,28.8460794,at-risk,1.05,Violence against civilians,2024-01-02,12511805627
Complexe Scolaire la Découverte,-2.5058555,28.8694623,at-risk,2.26,Violence against civilians,2024-01-02,12511849791
Complexe Scolaire Elite,-2.5050235,28.8689512,at-risk,2.18,Violence against civilians,2024-01-02,12511849792
Complexe Scolaire Saint Joseph,-2.5053478,28.8690879,at-risk,2.2,Violence against civilians,2024-01-02,12511849794
Complexe scolaire LA FONTAINE,-2.500625,28.8673756,at-risk,1.93,Violence against civilians,2024-01-02,12512080043
Groupe Scolaire BANZA,-4.3742859,15.2820814,at-risk,6.78,Strategic development,2024-01-03,12534572926
Bosco Lac,-1.6316043,29.1581479,at-risk,8.09,Battle,2024-01-01,13012214419
Kivu International School,-1.6503154,29.1658688,at-risk,6.4,Battle,2024-01-01,13012214436
Institut Superieur de Tourisme et de Gestion Goma,-1.6796823,29.2294049,at-risk,1.5,Battle,2024-01-01,13012214473
Jean Jacques Rousseau,-4.3496373,15.3112205,at-risk,3.3,Strategic development,2024-01-03,13141574673
Lycée Marie France,-4.401637,15.291206,at-risk,9.31,Strategic development,2024-01-03,13686022001
Lycée Prince de Liège,-4.318687,15.2913702,at-risk,2.07,Strategic development,2024-01-03,37563006
Lycée Français René Descartes (Site de Kalemie),-4.3039933,15.2935788,at-risk,2.55,Strategic development,2024-01-03,52595375
Unnamed School,-4.3096521,15.2993894,at-risk,1.65,Strategic development,2024-01-03,57357937
Unnamed School,-4.3098283,15.2995215,at-risk,1.62,Strategic development,2024-01-03,57357940
École maternelle,-4.3100199,15.3001132,at-risk,1.56,Strategic development,2024-01-03,57357941
École Catholique St-Gabriel,-4.352339,15.3243,at-risk,3.93,Strategic development,2024-01-03,57363223
École Protestante,-4.3577219,15.3186557,at-risk,4.3,Strategic development,2024-01-03,57363299
École Officielle Mamelo,-4.3612437,15.3197021,at-risk,4.71,Strategic development,2024-01-03,57364518
École Agricole,-4.3672666,15.3222444,at-risk,5.43,Strategic development,2024-01-03,57370576
Institut Biochemie/Mombele (IBM),-4.367532,15.3215681,at-risk,5.44,Strategic development,2024-01-03,57370638
Institut Téchnique Agricole (ITA),-4.3669629,15.3214858,at-risk,5.38,Strategic development,2024-01-03,57370639
Ecole Protestante de Lemba,-4.3833305,15.3366009,at-risk,7.63,Strategic development,2024-01-03,57376817
Collège Saint Théophile,-4.3851286,15.33423,at-risk,7.72,Strategic development,2024-01-03,57376896
Ecole Catholique Lycée Mpiko,-4.3855376,15.3359054,at-risk,7.83,Strategic development,2024-01-03,57377009
École catholique,-4.3585104,15.2951524,at-risk,4.59,Strategic development,2024-01-03,57738675
Lycée notre dame de la Providence,-4.3475513,15.2412105,at-risk,8.22,Strategic development,2024-01-03,57898015
Athénée Ngaliema,-4.348375,15.2367312,at-risk,8.72,Strategic development,2024-01-03,57898018
École Primaire Bondeko,-4.3395843,15.2646363,at-risk,5.48,Strategic development,2024-01-03,57898190
Institut Bobokoli,-4.381352,15.261171,at-risk,8.71,Strategic development,2024-01-03,57913408
École Catholique,-4.3605975,15.3197862,at-risk,4.64,Strategic development,2024-01-03,63954685
École catholique,-4.3547035,15.3217752,at-risk,4.07,Strategic development,2024-01-03,67375762
Unnamed School,-4.3548112,15.3216708,at-risk,4.08,Strategic development,2024-01-03,67375763
Unnamed School,-4.3545772,15.3217999,at-risk,4.06,Strategic development,2024-01-03,67375764
Lycée Kabambare,-4.3229502,15.3109691,at-risk,0.35,Strategic development,2024-01-03,129297065
Elementary School,-1.6803101,29.2289121,at-risk,1.52,Battle,2024-01-01,193155352
Ecole Maternelle et Primaire Kauta,-1.6651279,29.1835936,at-risk,4.08,Battle,2024-01-01,193238722
Ecole de la paix - Communaute de Sant 'Egidio,-2.5114774,28.853226,at-risk,1.33,Violence against civilians,2024-01-02,195645608
École Primaire Saint François Xavier,-2.5163225,28.849955,at-risk,1.81,Violence against civilians,2024-01-02,199022530
École Primaire Saint François Xavier,-2.5163137,28.8501404,at-risk,1.81,Violence against civilians,2024-01-02,199022538
Institut Bahati,-2.5168515,28.8503491,at-risk,1.87,Violence against civilians,2024-01-02,199022546
Ecole Arche de l'Alliance,-4.3796564,15.3686497,at-risk,9.29,Strategic development,2024-01-03,206087637
Unnamed School,-4.3491714,15.2676821,at-risk,5.7,Strategic development,2024-01-03,206274847
paroisse Saint Gabriel,-4.3606434,15.3195144,at-risk,4.64,Strategic development,2024-01-03,206579122
Unnamed School,-4.3605636,15.3202265,at-risk,4.65,Strategic development,2024-01-03,206579123
Lycée Boyokani,-4.3604399,15.3197918,at-risk,4.63,Strategic development,2024-01-03,206579124
Lycée Boyokani,-4.3608407,15.3199636,at-risk,4.67,Strategic development,2024-01-03,206579125
École Masamba,-4.3611755,15.318802,at-risk,4.68,Strategic development,2024-01-03,206582660
École primaire Yolo,-4.360755,15.3219283,at-risk,4.72,Strategic development,2024-01-03,217698542
Complex scolaire Dibasana,-4.390214,15.3340835,at-risk,8.25,Strategic development,2024-01-03,226752800
Athénées de Lemba,-4.3820762,15.3294707,at-risk,7.23,Strategic development,2024-01-03,226854081
École Primaire Ujumbe,-1.6533257,29.2191163,at-risk,1.86,Battle,2024-01-01,266411874
Lycée Sainte Ursule,-1.6626886,29.1899873,at-risk,3.43,Battle,2024-01-01,298889634
